sID,trialNumber,prID,nTotal,true_ratio,fillerTrial,ITI,seen_ratio,nMushrooms,nBlue,nRed,estimate1,estimate1RT,estimate2,estimate2RT,estimate_peer,confidence_peer,traits1,traits2,traits3,s,strategy,sex,age
101,6,,45,0.375,0,1.7,0.377777778,"9,9,9,9,9","3,3,5,3,3","6,6,4,6,6",30,2.5065,35,5.1116,45,2,,,,0.3333333333333333,compromise,Male,21
101,7,,45,0.5,0,1.7,0.511111111,"9,9,9,9,9","4,4,6,4,5","5,5,3,5,4",45,2.3328,50,6.264,60,2,,,,0.3333333333333333,compromise,Male,21
101,8,,5,0.25,0,1.9,0.2,"1,1,1,1,1","0,0,0,0,1","1,1,1,1,0",20,2.5341,25,4.7539,37,1,,,,0.29411764705882354,compromise,Male,21
101,9,,45,0.25,0,2,0.244444444,"9,9,9,9,9","4,3,2,2,0","5,6,7,7,9",25,3.8632,25,3.5193,9,1,,,,0,stay,Male,21
101,10,,5,0.875,0,1.5,0.8,"1,1,1,1,1","1,1,0,1,1","0,0,1,0,0",80,3.3426,87,6.0427,96,2,,,,0.4375,compromise,Male,21
101,11,,5,0.625,1,1.6,0.6,"1,1,1,1,1","0,1,1,1,0","1,0,0,0,1",60,3.3604,60,4.2888,60,2,,,,NA,NA,Male,21
101,12,,45,0.625,0,1.8,0.622222222,"9,9,9,9,9","6,5,5,7,5","3,4,4,2,4",60,2.8189,68,7.4201,75,3,,,,0.5333333333333333,compromise,Male,21
101,13,,5,0,1,1.9,0,"1,1,1,1,1","0,0,0,0,0","1,1,1,1,1",0,3.2354,0,3.2403,0,3,,,,NA,NA,Male,21
101,14,,45,0,1,2,0,"9,9,9,9,9","0,0,0,0,0","9,9,9,9,9",5,6.6654,3,5.9548,7,3,,,,-1,stay,Male,21
101,15,,5,0.25,0,2,0.2,"1,1,1,1,1","0,0,0,1,0","1,1,1,0,1",20,3.2563,30,6.191,35,3,,,,0.6666666666666666,compromise,Male,21
101,16,,5,0.375,0,1.8,0.4,"1,1,1,1,1","1,0,0,0,1","0,1,1,1,0",40,3.492,30,8.8021,25,3,,,,0.6666666666666666,compromise,Male,21
101,17,,5,0.375,0,1.8,0.4,"1,1,1,1,1","1,0,0,0,1","0,1,1,1,0",40,3.055,35,7.7883,25,2,,,,0.3333333333333333,compromise,Male,21
101,18,,5,0.375,0,1.9,0.4,"1,1,1,1,1","0,0,1,1,0","1,1,0,0,1",40,2.5108,32,8.9857,25,1,,,,0.5333333333333333,compromise,Male,21
101,19,,5,1,1,1.7,1,"1,1,1,1,1","1,1,1,1,1","0,0,0,0,0",95,3.6101,95,5.3438,94,3,,,,0,stay,Male,21
101,20,,5,0.75,0,2,0.8,"1,1,1,1,1","0,1,1,1,1","1,0,0,0,0",75,5.0264,68,7.7044,60,1,,,,0.4666666666666667,compromise,Male,21
101,21,,45,0.75,0,2,0.755555556,"9,9,9,9,9","8,7,6,6,7","1,2,3,3,2",80,4.1103,75,7.0947,63,2,,,,0.29411764705882354,compromise,Male,21
101,22,,5,0.5,0,2,0.6,"1,1,1,1,1","1,0,1,1,0","0,1,0,0,1",64,5.4289,53,6.7187,49,3,,,,0.7333333333333333,compromise,Male,21
101,23,,5,0.25,0,1.7,0.2,"1,1,1,1,1","1,0,0,0,0","0,1,1,1,1",20,3.0407,30,5.0596,35,2,,,,0.6666666666666666,compromise,Male,21
101,24,,45,0.625,0,1.8,0.622222222,"9,9,9,9,9","6,5,5,5,7","3,4,4,4,2",65,3.8633,61,6.39,50,1,,,,0.26666666666666666,compromise,Male,21
101,25,,45,0.75,0,1.9,0.755555556,"9,9,9,9,9","8,6,8,5,7","1,3,1,4,2",70,4.3877,74,8.4127,86,1,,,,0.25,compromise,Male,21
101,26,,5,0.75,0,1.8,0.8,"1,1,1,1,1","1,1,1,1,0","0,0,0,0,1",78,3.4437,67,8.0654,60,3,,,,0.6111111111111112,compromise,Male,21
101,27,,45,0.875,0,1.6,0.866666667,"9,9,9,9,9","9,8,7,8,7","0,1,2,1,2",92,2.3607,92,5.6907,76,2,,,,0,stay,Male,21
101,28,,5,0.625,0,1.9,0.6,"1,1,1,1,1","1,1,1,0,0","0,0,0,1,1",60,3.3705,69,6.0741,76,2,,,,0.5625,compromise,Male,21
101,29,,45,0.875,1,1.8,0.866666667,"9,9,9,9,9","7,7,8,8,9","2,2,1,1,0",93,3.2352,92,8.1386,91,2,,,,0.5,compromise,Male,21
101,30,,45,1,1,1.8,1,"9,9,9,9,9","9,9,9,9,9","0,0,0,0,0",100,2.7564,97,7.531,98,3,,,,1.5,copy,Male,21
101,31,,5,0.5,0,1.9,0.6,"1,1,1,1,1","1,0,1,0,1","0,1,0,1,0",60,4.4085,59,4.9692,44,2,,,,0.0625,compromise,Male,21
101,32,,45,0.75,1,1.9,0.755555556,"9,9,9,9,9","7,7,6,8,6","2,2,3,1,3",70,2.5688,62,7.9891,4,1,,,,0.12121212121212122,compromise,Male,21
101,33,,45,0.5,0,1.5,0.511111111,"9,9,9,9,9","2,6,5,4,6","7,3,4,5,3",50,2.3651,41,9.031,34,1,,,,0.5625,compromise,Male,21
101,34,,5,0,1,1.7,0,"1,1,1,1,1","0,0,0,0,0","1,1,1,1,1",5,1.9716,5,3.2649,6,3,,,,0,stay,Male,21
101,35,,45,0.625,0,2,0.622222222,"9,9,9,9,9","5,7,4,6,6","4,2,5,3,3",65,2.7009,57,9.3289,47,2,,,,0.4444444444444444,compromise,Male,21
101,36,,5,0.5,0,1.8,0.6,"1,1,1,1,1","1,0,1,0,1","0,1,0,1,0",60,5.2075,52,5.8718,43,1,,,,0.47058823529411764,compromise,Male,21
101,37,,5,0.75,0,2,0.8,"1,1,1,1,1","0,1,1,1,1","1,0,0,0,0",78,3.5134,71,6.4824,60,2,,,,0.3888888888888889,compromise,Male,21
101,38,,5,0.125,0,2,0.2,"1,1,1,1,1","0,0,0,1,0","1,1,1,0,1",25,5.1168,20,6.4968,10,1,,,,0.3333333333333333,compromise,Male,21
101,39,,45,0.125,0,1.7,0.133333333,"9,9,9,9,9","1,1,1,1,2","8,8,8,8,7",15,6.9116,10,6.1882,0,3,,,,0.3333333333333333,compromise,Male,21
101,40,,45,0.375,0,1.6,0.377777778,"9,9,9,9,9","6,1,2,5,3","3,8,7,4,6",40,2.9091,30,6.8089,24,3,,,,0.625,compromise,Male,21
101,41,,5,0.125,0,2,0.2,"1,1,1,1,1","0,1,0,0,0","1,0,1,1,1",20,4.1008,7,6.743,5,3,,,,0.8666666666666667,compromise,Male,21
101,42,,45,0.125,0,1.7,0.133333333,"9,9,9,9,9","2,0,2,1,1","7,9,7,8,8",15,3.1452,11,7.1212,0,1,,,,0.26666666666666666,compromise,Male,21
101,43,,45,0.375,0,1.7,0.377777778,"9,9,9,9,9","2,4,5,3,3","7,5,4,6,6",39,4.8492,33,8.8578,22,1,,,,0.35294117647058826,compromise,Male,21
101,44,,5,0.875,0,1.5,0.8,"1,1,1,1,1","1,1,1,1,0","0,0,0,0,1",78,6.2488,88,7.9998,95,3,,,,0.5882352941176471,compromise,Male,21
101,45,,5,0.625,0,1.9,0.6,"1,1,1,1,1","0,1,0,1,1","1,0,1,0,0",60,3.5547,70,7.107,75,3,,,,0.6666666666666666,compromise,Male,21
101,46,,45,0.125,1,1.6,0.133333333,"9,9,9,9,9","2,0,2,1,1","7,9,7,8,8",10,2.2426,15,7.5205,75,1,,,,0.076923077,compromise,Male,21
101,47,,45,0.25,0,2,0.244444444,"9,9,9,9,9","1,4,2,0,4","8,5,7,9,5",25,2.6173,19,8.9061,9,2,,,,0.375,compromise,Male,21
101,48,,5,0.5,1,2,0.6,"1,1,1,1,1","0,0,1,1,1","1,1,0,0,0",60,4.1596,35,9.7385,2,1,,,,0.43103448275862066,compromise,Male,21
101,49,,45,0.75,0,1.8,0.755555556,"9,9,9,9,9","7,7,8,7,5","2,2,1,2,4",85,1.7316,78,7.588,69,3,,,,0.4375,compromise,Male,21
101,50,,45,0.5,0,1.8,0.511111111,"9,9,9,9,9","3,7,2,5,6","6,2,7,4,3",58,4.3256,50,6.017,42,3,,,,0.5,compromise,Male,21
101,51,,45,0.125,0,1.6,0.133333333,"9,9,9,9,9","1,2,0,1,2","8,7,9,8,7",14,3.0202,14,5.4413,0,2,,,,0,stay,Male,21
101,52,,5,0.125,0,1.8,0.2,"1,1,1,1,1","1,0,0,0,0","0,1,1,1,1",20,3.2468,NA,NA,NA,NA,,,,NA,NA,Male,21
101,53,,45,0.875,0,1.5,0.866666667,"9,9,9,9,9","8,8,8,8,7","1,1,1,1,2",85,3.1799,89,6.3368,100,1,,,,0.26666666666666666,compromise,Male,21
101,54,,45,0.25,0,1.5,0.244444444,"9,9,9,9,9","3,3,2,3,0","6,6,7,6,9",33,4.3769,24,7.8789,15,3,,,,0.5,compromise,Male,21
102,1,,45,0.125,0,1.6,0.133333333,"9,9,9,9,9","1,1,1,2,1","8,8,8,7,8",10,4.381,15,5.499,25,1,,,,0.3333333333333333,compromise,Male,34
102,2,,45,0.125,0,2,0.133333333,"9,9,9,9,9","1,0,2,1,2","8,9,7,8,7",12,3.884,18,4.747,27,3,,,,0.4,compromise,Male,34
102,3,,45,0.5,0,1.9,0.511111111,"9,9,9,9,9","5,4,6,4,4","4,5,3,5,5",55,3.033,45,4.398,40,3,,,,0.6666666666666666,compromise,Male,34
102,4,,5,0.5,0,2,0.6,"1,1,1,1,1","1,0,0,1,1","0,1,1,0,0",40,4.166,50,3.846,58,2,,,,0.5555555555555556,compromise,Male,34
102,5,,45,0.875,0,1.6,0.866666667,"9,9,9,9,9","6,8,7,9,9","3,1,2,0,0",90,2.066,83,5.236,73,3,,,,0.4117647058823529,compromise,Male,34
102,6,,5,0.5,0,1.5,0.6,"1,1,1,1,1","1,0,0,1,1","0,1,1,0,0",66,4.34,55,5.526,48,3,,,,0.6111111111111112,compromise,Male,34
102,7,,5,0.875,0,1.5,0.8,"1,1,1,1,1","1,1,1,1,0","0,0,0,0,1",80,2.432,80,4.398,97,1,,,,0,stay,Male,34
102,8,,5,0.375,0,1.5,0.4,"1,1,1,1,1","1,1,0,0,0","0,0,1,1,1",60,5.199,55,3.012,45,3,,,,0.3333333333333333,compromise,Male,34
102,9,,45,0.75,0,1.6,0.755555556,"9,9,9,9,9","6,7,5,8,8","3,2,4,1,1",76,2.349,70,2.705,60,3,,,,0.375,compromise,Male,34
102,10,,5,0.625,0,1.7,0.6,"1,1,1,1,1","1,1,0,1,0","0,0,1,0,1",70,4.298,69,4.09,52,1,,,,0.055555556,compromise,Male,34
102,11,,5,0.625,0,2,0.6,"1,1,1,1,1","1,1,1,0,0","0,0,0,1,1",80,3.099,73,4.65,65,3,,,,0.4666666666666667,compromise,Male,34
102,12,,5,0.625,0,2,0.6,"1,1,1,1,1","0,1,1,1,0","1,0,0,0,1",68,2.91,62,4.766,50,2,,,,0.3333333333333333,compromise,Male,34
102,13,,5,0.875,0,1.6,0.8,"1,1,1,1,1","1,1,1,1,0","0,0,0,0,1",80,1.85,83,7.165,95,2,,,,0.2,compromise,Male,34
102,14,,45,0.5,0,1.9,0.511111111,"9,9,9,9,9","4,6,5,4,4","5,3,4,5,5",60,3.724,53,4.118,42,2,,,,0.3888888888888889,compromise,Male,34
102,15,,5,0.375,0,1.5,0.4,"1,1,1,1,1","1,0,0,1,0","0,1,1,0,1",40,2.316,41,3.735,22,1,,,,-0.055555556,stay,Male,34
102,16,,45,0.375,0,1.9,0.377777778,"9,9,9,9,9","4,2,3,5,3","5,7,6,4,6",35,3.081,38,5.831,50,1,,,,0.2,compromise,Male,34
102,17,,45,0.125,0,1.8,0.133333333,"9,9,9,9,9","1,1,0,2,2","8,8,9,7,7",10,1.783,15,3.163,28,2,,,,0.2777777777777778,compromise,Male,34
102,18,,45,0.375,0,1.8,0.377777778,"9,9,9,9,9","2,3,4,6,2","7,6,5,3,7",20,2.55,25,2.988,38,2,,,,0.2777777777777778,compromise,Male,34
102,19,,45,0.25,1,1.9,0.244444444,"9,9,9,9,9","3,0,2,3,3","6,9,7,6,6",35,3.167,40,4.101,80,1,,,,0.1111111111111111,compromise,Male,34
102,20,,45,0.625,0,1.5,0.622222222,"9,9,9,9,9","4,5,5,7,7","5,4,4,2,2",60,6.625,69,4.633,75,3,,,,0.6,compromise,Male,34
102,21,,45,0.625,0,1.7,0.622222222,"9,9,9,9,9","5,5,6,7,5","4,4,3,2,4",69,3.083,70,3.906,51,1,,,,-0.055555556,stay,Male,34
102,22,,45,0.25,0,1.5,0.244444444,"9,9,9,9,9","0,4,4,1,2","9,5,5,8,7",30,2.452,27,4.596,13,1,,,,0.17647058823529413,compromise,Male,34
102,23,,5,0.375,1,1.9,0.4,"1,1,1,1,1","0,1,1,0,0","1,0,0,1,1",40,2.266,45,4.347,40,1,,,,Inf,copy,Male,34
102,24,,45,0,1,1.8,0,"9,9,9,9,9","0,0,0,0,0","9,9,9,9,9",5,2.349,4,2.885,3,3,,,,0.5,compromise,Male,34
102,25,,5,0,1,1.9,0,"1,1,1,1,1","0,0,0,0,0","1,1,1,1,1",5,2.6,6,2.265,7,3,,,,0.5,compromise,Male,34
102,26,,5,0.125,0,1.8,0.2,"1,1,1,1,1","0,0,0,0,1","1,1,1,1,0",14,1.617,6,5.086,0,3,,,,0.5714285714285714,compromise,Male,34
102,27,,45,0.875,0,1.6,0.866666667,"9,9,9,9,9","7,8,7,8,9","2,1,2,1,0",87,3.201,80,4.33,70,2,,,,0.4117647058823529,compromise,Male,34
102,28,,5,0.875,0,1.8,0.8,"1,1,1,1,1","1,0,1,1,1","0,1,0,0,0",80,1.479,85,3.483,95,3,,,,0.3333333333333333,compromise,Male,34
102,29,,45,0.375,0,1.5,0.377777778,"9,9,9,9,9","3,3,4,4,3","6,6,5,5,6",38,1.883,33,3.047,20,3,,,,0.2777777777777778,compromise,Male,34
102,30,,45,0.875,1,1.6,0.866666667,"9,9,9,9,9","9,8,9,6,7","0,1,0,3,2",77,1.085,75,4.242,19,1,,,,0.034482758620689655,compromise,Male,34
102,31,,5,0.25,0,1.9,0.2,"1,1,1,1,1","1,0,0,0,0","0,1,1,1,1",20,2.723,26,4.475,37,2,,,,0.35294117647058826,compromise,Male,34
102,32,,45,0.25,0,1.9,0.244444444,"9,9,9,9,9","2,1,2,2,4","7,8,7,7,5",20,2.216,25,3.147,37,2,,,,0.29411764705882354,compromise,Male,34
102,33,,5,0.25,0,1.8,0.2,"1,1,1,1,1","0,0,0,0,1","1,1,1,1,0",17,1.531,28,3.215,33,3,,,,0.6875,compromise,Male,34
102,34,,45,0.25,0,2,0.244444444,"9,9,9,9,9","2,3,3,1,2","7,6,6,8,7",22,1.516,36,5.966,40,3,,,,0.7777777777777778,compromise,Male,34
102,35,,5,0.25,0,2,0.2,"1,1,1,1,1","0,0,0,0,1","1,1,1,1,0",20,3.398,22,6.093,35,1,,,,0.13333333333333333,compromise,Male,34
102,36,,5,0.75,0,1.5,0.8,"1,1,1,1,1","1,1,1,1,0","0,0,0,0,1",86,2.437,83,3.425,69,1,,,,0.17647058823529413,compromise,Male,34
102,37,,5,0.375,0,2,0.4,"1,1,1,1,1","0,0,0,1,1","1,1,1,0,0",38,2.365,45,3.798,53,2,,,,0.4666666666666667,compromise,Male,34
102,38,,5,0.75,0,1.7,0.8,"1,1,1,1,1","1,1,1,1,0","0,0,0,0,1",82,1.766,75,8.896,65,3,,,,0.4117647058823529,compromise,Male,34
102,39,,5,0.75,0,1.5,0.8,"1,1,1,1,1","1,0,1,1,1","0,1,0,0,0",80,1.988,76,4.191,65,2,,,,0.26666666666666666,compromise,Male,34
102,40,,5,0.125,0,1.8,0.2,"1,1,1,1,1","0,0,0,1,0","1,1,1,0,1",20,2.085,15,4.445,3,2,,,,0.29411764705882354,compromise,Male,34
102,41,,45,1,1,2,1,"9,9,9,9,9","9,9,9,9,9","0,0,0,0,0",97,1.67,98,2.81,99,3,,,,0.5,compromise,Male,34
102,42,,5,0.625,1,1.6,0.6,"1,1,1,1,1","0,0,1,1,1","1,1,0,0,0",60,1.816,55,4.085,18,1,,,,0.11904761904761904,compromise,Male,34
102,43,,45,0.125,1,1.5,0.133333333,"9,9,9,9,9","0,2,1,1,2","9,7,8,8,7",15,1.249,18,4.114,15,1,,,,Inf,copy,Male,34
102,44,,45,0.75,0,1.8,0.755555556,"9,9,9,9,9","6,7,7,8,6","3,2,2,1,3",69,1.699,72,3.531,86,1,,,,0.17647058823529413,compromise,Male,34
102,45,,5,0.5,1,1.9,0.6,"1,1,1,1,1","0,1,1,0,1","1,0,0,1,0",60,3.315,58,3.984,60,1,,,,#NAME?,stay,Male,34
102,46,,45,0.5,0,1.8,0.511111111,"9,9,9,9,9","7,5,3,2,6","2,4,6,7,3",65,3.666,66,3.498,50,1,,,,-0.066666667,stay,Male,34
102,47,,45,0.875,0,1.8,0.866666667,"9,9,9,9,9","8,9,8,7,7","1,0,1,2,2",87,4.667,84,4.745,70,1,,,,0.17647058823529413,compromise,Male,34
102,48,,5,0.5,0,1.7,0.6,"1,1,1,1,1","1,1,0,1,0","0,0,1,0,1",60,1.498,57,3.382,43,1,,,,0.17647058823529413,compromise,Male,34
102,49,,45,0.75,1,1.7,0.755555556,"9,9,9,9,9","6,7,8,5,8","3,2,1,4,1",77,1.083,76,2.872,79,1,,,,-0.5,stay,Male,34
102,50,,5,0.125,0,1.9,0.2,"1,1,1,1,1","0,0,0,0,1","1,1,1,1,0",14,2.967,15,5.715,0,1,,,,-0.071428571,stay,Male,34
102,51,,45,0.75,0,1.9,0.755555556,"9,9,9,9,9","6,9,6,7,6","3,0,3,2,3",74,1.467,82,5.744,90,2,,,,0.5,compromise,Male,34
102,52,,5,0,1,1.5,0,"1,1,1,1,1","0,0,0,0,0","1,1,1,1,1",5,1.083,6,2.213,7,3,,,,0.5,compromise,Male,34
102,53,,45,0.625,0,1.8,0.622222222,"9,9,9,9,9","7,3,6,6,6","2,6,3,3,3",68,3.371,66,3.226,52,2,,,,0.125,compromise,Male,34
102,54,,5,1,1,1.7,1,"1,1,1,1,1","1,1,1,1,1","0,0,0,0,0",97,1.2,97,3.063,97,3,,,,NA,NA,Male,34
103,1,,45,0.875,0,1.6,0.866666667,"9,9,9,9,9","7,7,8,9,8","2,2,1,0,1",65,7.12,75,4.349,80,3,,,,0.6666666666666666,compromise,Female,19
103,2,,5,0.625,0,1.6,0.6,"1,1,1,1,1","0,1,0,1,1","1,0,1,0,0",15,6.018,25,4.925,33,2,,,,0.5555555555555556,compromise,Female,19
103,3,,5,0.625,1,1.9,0.6,"1,1,1,1,1","1,1,1,0,0","0,0,0,1,1",30,4.769,65,5.767,85,1,,,,0.6363636363636364,compromise,Female,19
103,4,,5,0.875,0,1.7,0.8,"1,1,1,1,1","1,1,0,1,1","0,0,1,0,0",45,6.152,55,4.952,62,2,,,,0.5882352941176471,compromise,Female,19
103,5,,45,0.125,1,2,0.133333333,"9,9,9,9,9","1,1,1,1,2","8,8,8,8,7",45,7.571,50,6.103,44,2,,,,-5,stay,Female,19
103,6,,5,0.5,0,1.5,0.6,"1,1,1,1,1","1,0,0,1,1","0,1,1,0,0",35,5.819,45,3.583,50,2,,,,0.6666666666666666,compromise,Female,19
103,7,,5,1,1,2,1,"1,1,1,1,1","1,1,1,1,1","0,0,0,0,0",65,4.969,70,5.284,66,3,,,,5,copy,Female,19
103,8,,45,0.25,1,2,0.244444444,"9,9,9,9,9","1,3,3,1,3","8,6,6,8,6",75,6.069,55,5.194,30,1,,,,0.4444444444444444,compromise,Female,19
103,9,,45,0,1,2,0,"9,9,9,9,9","0,0,0,0,0","9,9,9,9,9",30,7.838,35,4.25,30,3,,,,Inf,copy,Female,19
103,10,,5,0.25,0,1.8,0.2,"1,1,1,1,1","0,0,0,0,1","1,1,1,1,0",25,4.835,15,5.484,8,3,,,,0.5882352941176471,compromise,Female,19
103,11,,45,0.375,0,1.8,0.377777778,"9,9,9,9,9","3,3,4,1,6","6,6,5,8,3",80,5.759,70,5.976,63,2,,,,0.5882352941176471,compromise,Female,19
103,12,,5,0.625,0,1.9,0.6,"1,1,1,1,1","0,1,0,1,1","1,0,1,0,0",50,4.102,55,5.953,65,3,,,,0.3333333333333333,compromise,Female,19
103,13,,5,0.875,0,1.9,0.8,"1,1,1,1,1","1,0,1,1,1","0,1,0,0,0",65,4.203,75,5.694,80,1,,,,0.6666666666666666,compromise,Female,19
103,14,,5,0.125,0,1.8,0.2,"1,1,1,1,1","0,0,0,1,0","1,1,1,0,1",30,3.068,20,4.967,12,1,,,,0.5555555555555556,compromise,Female,19
103,15,,45,0.875,0,1.8,0.866666667,"9,9,9,9,9","8,8,8,9,6","1,1,1,0,3",85,3.9,90,6.419,100,1,,,,0.3333333333333333,compromise,Female,19
103,16,,45,0.5,0,1.7,0.511111111,"9,9,9,9,9","6,4,3,4,6","3,5,6,5,3",70,2.5,65,5.352,55,1,,,,0.3333333333333333,compromise,Female,19
103,17,,5,0.75,0,1.9,0.8,"1,1,1,1,1","1,1,1,0,1","0,0,0,1,0",50,3.469,70,6.164,66,3,,,,1.25,copy,Female,19
103,18,,45,0.5,0,1.7,0.511111111,"9,9,9,9,9","4,4,6,5,4","5,5,3,4,5",60,4.737,55,5.068,44,2,,,,0.3125,compromise,Female,19
103,19,,45,0.875,1,1.5,0.866666667,"9,9,9,9,9","8,8,7,8,8","1,1,2,1,1",80,6.002,75,6.186,4,1,,,,0.065789474,compromise,Female,19
103,20,,5,0.125,0,1.6,0.2,"1,1,1,1,1","0,1,0,0,0","1,0,1,1,1",25,5.569,10,5.088,7,3,,,,0.8333333333333334,compromise,Female,19
103,21,,5,0.375,0,1.7,0.4,"1,1,1,1,1","0,1,0,1,0","1,0,1,0,1",40,5.786,30,4.234,24,1,,,,0.625,compromise,Female,19
103,22,,5,0.75,0,2,0.8,"1,1,1,1,1","1,1,1,0,1","0,0,0,1,0",60,6.553,65,7.386,76,2,,,,0.3125,compromise,Female,19
103,23,,5,0.875,0,1.6,0.8,"1,1,1,1,1","1,1,1,1,0","0,0,0,0,1",72,5.284,80,5.676,89,3,,,,0.47058823529411764,compromise,Female,19
103,24,,45,0.25,0,1.6,0.244444444,"9,9,9,9,9","3,1,2,3,2","6,8,7,6,7",65,4.485,45,5.885,50,2,,,,1.3333333333333333,copy,Female,19
103,25,,5,0.25,0,2,0.2,"1,1,1,1,1","0,0,0,1,0","1,1,1,0,1",15,3.936,25,4.534,31,2,,,,0.625,compromise,Female,19
103,26,,45,0.125,0,1.9,0.133333333,"9,9,9,9,9","1,0,2,2,1","8,9,7,7,8",45,2.785,30,7.069,27,3,,,,0.8333333333333334,compromise,Female,19
103,27,,45,0.25,0,1.8,0.244444444,"9,9,9,9,9","4,2,1,2,2","5,7,8,7,7",50,4.903,45,4.917,32,1,,,,0.2777777777777778,compromise,Female,19
103,28,,45,0.375,0,1.9,0.377777778,"9,9,9,9,9","3,4,3,3,4","6,5,6,6,5",80,2.701,70,5.284,65,1,,,,0.6666666666666666,compromise,Female,19
103,29,,5,0.25,0,2,0.2,"1,1,1,1,1","0,0,0,0,1","1,1,1,1,0",20,3.101,30,4.718,37,1,,,,0.5882352941176471,compromise,Female,19
103,30,,5,0,1,1.8,0,"1,1,1,1,1","0,0,0,0,0","1,1,1,1,1",20,5.053,27,6.618,22,3,,,,3.5,copy,Female,19
103,31,,45,0.625,0,1.6,0.622222222,"9,9,9,9,9","6,4,6,6,6","3,5,3,3,3",85,2.901,77,6.404,70,3,,,,0.5333333333333333,compromise,Female,19
103,32,,5,0.375,0,1.7,0.4,"1,1,1,1,1","0,0,1,1,0","1,1,0,0,1",48,5.986,34,7.302,30,3,,,,0.7777777777777778,compromise,Female,19
103,33,,5,0.125,0,1.9,0.2,"1,1,1,1,1","0,0,0,1,0","1,1,1,0,1",58,6.419,38,6.452,40,2,,,,1.1111111111111112,copy,Female,19
103,34,,45,0.875,0,1.8,0.866666667,"9,9,9,9,9","9,9,6,8,7","0,0,3,1,2",86,4.935,94,5.25,100,2,,,,0.5714285714285714,compromise,Female,19
103,35,,5,0.5,0,2,0.6,"1,1,1,1,1","1,1,0,1,0","0,0,1,0,1",63,5.168,53,6.685,48,1,,,,0.6666666666666666,compromise,Female,19
103,36,,45,0.625,0,1.7,0.622222222,"9,9,9,9,9","5,7,4,7,5","4,2,5,2,4",69,4.361,46,6.69,51,2,,,,1.2777777777777777,copy,Female,19
103,37,,45,0.75,0,1.8,0.755555556,"9,9,9,9,9","6,7,7,7,7","3,2,2,2,2",77,4.953,73,5.167,62,2,,,,0.26666666666666666,compromise,Female,19
103,38,,5,0.5,1,1.5,0.6,"1,1,1,1,1","1,0,1,1,0","0,1,0,0,1",57,2.151,50,3.654,56,2,,,,7,copy,Female,19
103,39,,45,0.125,0,1.7,0.133333333,"9,9,9,9,9","1,1,1,2,1","8,8,8,7,8",42,6.018,34,4.333,26,1,,,,0.5,compromise,Female,19
103,40,,5,0.75,0,1.5,0.8,"1,1,1,1,1","0,1,1,1,1","1,0,0,0,0",68,3.9,71,5.286,83,1,,,,0.2,compromise,Female,19
103,41,,45,0.5,0,1.5,0.511111111,"9,9,9,9,9","4,5,4,4,6","5,4,5,5,3",81,6.686,74,5.902,65,3,,,,0.4375,compromise,Female,19
103,42,,45,0.125,0,1.8,0.133333333,"9,9,9,9,9","3,1,1,0,1","6,8,8,9,8",63,3.334,56,3.017,48,2,,,,0.4666666666666667,compromise,Female,19
103,43,,45,0.625,0,1.8,0.622222222,"9,9,9,9,9","6,3,5,6,8","3,6,4,3,1",60,4.452,72,4.117,77,1,,,,0.7058823529411765,compromise,Female,19
103,44,,45,0.75,0,1.6,0.755555556,"9,9,9,9,9","7,8,6,6,7","2,1,3,3,2",75,6.869,84,5.034,92,3,,,,0.5294117647058824,compromise,Female,19
103,45,,45,0.375,0,1.5,0.377777778,"9,9,9,9,9","4,6,2,3,2","5,3,7,6,7",58,4.219,46,5.599,40,3,,,,0.6666666666666666,compromise,Female,19
103,46,,45,0.75,0,1.6,0.755555556,"9,9,9,9,9","6,7,8,6,7","3,2,1,3,2",61,5.502,73,6.926,78,1,,,,0.7058823529411765,compromise,Female,19
103,47,,5,0.625,0,2,0.6,"1,1,1,1,1","0,1,0,1,1","1,0,1,0,0",45,2.201,52,5.035,60,1,,,,0.4666666666666667,compromise,Female,19
103,48,,5,0.375,1,1.8,0.4,"1,1,1,1,1","0,1,1,0,0","1,0,0,1,1",37,4.152,43,5.054,37,1,,,,Inf,copy,Female,19
103,49,,45,0.75,1,1.8,0.755555556,"9,9,9,9,9","7,8,5,7,7","2,1,4,2,2",69,7.044,74,6.929,68,1,,,,-5,stay,Female,19
103,50,,45,1,1,1.8,1,"9,9,9,9,9","9,9,9,9,9","0,0,0,0,0",100,3.885,85,6.718,100,3,,,,#NAME?,stay,Female,19
103,51,,5,0.5,0,1.9,0.6,"1,1,1,1,1","1,0,0,1,1","0,1,1,0,0",48,4.169,54,3.81,65,3,,,,0.35294117647058826,compromise,Female,19
103,52,,45,0.25,0,1.5,0.244444444,"9,9,9,9,9","3,2,2,1,3","6,7,7,8,6",43,3.835,32,3.783,25,3,,,,0.6111111111111112,compromise,Female,19
103,53,,5,0,1,1.6,0,"1,1,1,1,1","0,0,0,0,0","1,1,1,1,1",18,4.652,23,5.603,20,3,,,,2.5,copy,Female,19
103,54,,5,0.375,0,1.6,0.4,"1,1,1,1,1","1,1,0,0,0","0,0,1,1,1",46,4.45,35,6.905,30,2,,,,0.6875,compromise,Female,19
104,1,,45,0.875,0,1.7,0.866666667,"9,9,9,9,9","9,8,7,9,6","0,1,2,0,3",NA,NA,NA,NA,NA,NA,,,,NA,NA,Male,20
