sID,trialNumber,nTotal,true_ratio,given_ratio,seen_ratio,ITI,nMushrooms,nBlue,nRed,estimate,estimateRT,confidence,confidenceRT,traits
50,62,5,0.375,0.375,0.4,2,"1,1,1,1,1","0,1,1,0,0","1,0,0,1,1",50,1.64998,1,2.76675,Active Curious
50,63,25,0.75,0.6,0.6,1.6,"8,4,8,2,3","2,3,7,1,2","6,1,1,1,1",83,1.56657,3,2.716825,Active Curious
50,64,45,0.375,0.375,0.377777778,1.7,"9,9,9,9,9","4,4,2,4,3","5,5,7,5,6",42,3.616835,3,4.400165,Active Curious
50,65,25,0.25,0.25,0.24,1.6,"2,9,3,3,8","1,2,0,2,1","1,7,3,1,7",24,2.03343,3,3.067725,Active Curious
50,66,25,0.25,0.1,0.12,1.8,"1,8,9,6,1","0,1,0,2,0","1,7,9,4,1",24,2.433335,3,3.51651,Active Curious
50,67,25,1,1,1,1.6,"7,9,2,3,4","7,9,2,3,4","0,0,0,0,0",80,1.167825,3,2.200025,Active Curious
50,68,25,0.25,0.4,0.4,1.9,"8,5,3,2,7","4,3,1,1,1","4,2,2,1,6",43,1.9831,3,2.883745,Active Curious
50,69,5,0.75,0.6,0.6,1.5,"1,1,1,1,1","0,1,1,0,1","1,0,0,1,0",52,1.91662,1,3.149795,Active Curious
50,70,5,1,1,1,2,"1,1,1,1,1","1,1,1,1,1","0,0,0,0,0",60,3.466685,1,4.234125,Active Curious
50,71,45,0.375,0.525,0.533333333,1.9,"9,9,9,9,9","3,7,5,6,3","6,2,4,3,6",50,1.166665,3,2.200965,Active Curious
50,72,5,0.25,0.1,0.2,1.5,"1,1,1,1,1","0,0,1,0,0","1,1,0,1,1",49,2.04993,1,2.933265,Active Curious
50,73,25,0.5,0.5,0.52,1.9,"4,8,5,7,1","0,5,2,5,1","4,3,3,2,0",50,1.183175,1,2.06663,Active Curious
50,74,45,1,1,1,1.7,"9,9,9,9,9","9,9,9,9,9","0,0,0,0,0",95,1.583475,3,2.76668,Active Curious
50,75,45,0.125,0,0,2,"9,9,9,9,9","0,0,0,0,0","9,9,9,9,9",10,1.96762,3,2.86668,Active Curious
50,76,45,0.875,0.875,0.866666667,1.9,"9,9,9,9,9","8,7,7,8,9","1,2,2,1,0",91,2.166585,3,3.116515,Active Curious
50,77,25,0,0,0,1.8,"6,7,7,3,2","0,0,0,0,0","6,7,7,3,2",22,1.65016,3,3.38337,Active Curious
50,78,25,0.125,0.125,0.12,1.8,"6,6,3,9,1","1,2,0,0,0","5,4,3,9,1",36,1.350095,2,2.39989,Active Curious
50,79,45,0.125,0.275,0.266666667,1.9,"9,9,9,9,9","2,1,5,2,2","7,8,4,7,7",24,0.882475,3,2.099105,Active Curious
50,80,25,0.75,0.75,0.76,1.7,"4,4,7,7,3","3,3,5,6,2","1,1,2,1,1",76,1.7,2,3.20108,Active Curious
50,81,25,0.5,0.35,0.36,1.7,"6,8,9,1,1","3,4,2,0,0","3,4,7,1,1",48,0.783185,1,2.066665,Active Curious
51,1,25,0.375,0.375,0.36,1.8,"1,6,7,2,9","0,4,1,1,3","1,2,6,1,6",50,7.547185,3,12.34828,Active Responsible
51,2,45,0.25,0.1,0.111111111,1.6,"9,9,9,9,9","0,2,0,1,2","9,7,9,8,7",20,10.905125,2,15.135935,Active Responsible
51,3,45,1,0.85,0.844444444,1.6,"9,9,9,9,9","8,6,8,8,8","1,3,1,1,1",88,2.34988,3,4.53979,Active Responsible
51,4,5,0.25,0.25,0.2,2,"1,1,1,1,1","0,0,1,0,0","1,1,0,1,1",20,12.141905,2,13.6123,Active Responsible
51,5,5,0.625,0.625,0.6,1.6,"1,1,1,1,1","1,1,1,0,0","0,0,0,1,1",60,10.83952,3,11.877515,Active Responsible
51,6,45,1,1,1,1.6,"9,9,9,9,9","9,9,9,9,9","0,0,0,0,0",100,5.162775,3,6.06347,Active Responsible
51,7,5,0,0.15,0.2,1.9,"1,1,1,1,1","0,0,0,1,0","1,1,1,0,1",80,4.105225,3,5.595,Active Responsible
51,8,25,1,1,1,1.8,"8,8,5,2,2","8,8,5,2,2","0,0,0,0,0",100,3.039845,3,3.886935,Active Responsible
51,9,5,0.5,0.5,0.6,1.9,"1,1,1,1,1","0,1,1,1,0","1,0,0,0,1",60,5.022415,3,5.95922,Active Responsible
51,10,5,0.875,0.875,0.8,1.8,"1,1,1,1,1","1,1,1,0,1","0,0,0,1,0",80,3.402225,3,4.137465,Active Responsible
51,11,45,0.25,0.25,0.244444444,1.8,"9,9,9,9,9","0,3,3,3,2","9,6,6,6,7",21,4.4724,2,6.159965,Active Responsible
51,12,45,0,0.15,0.155555556,1.9,"9,9,9,9,9","1,2,2,1,1","8,7,7,8,8",16,5.692855,1,7.111735,Active Responsible
51,13,45,0.125,0.125,0.133333333,1.8,"9,9,9,9,9","1,0,0,4,1","8,9,9,5,8",11,9.116085,3,10.988935,Active Responsible
51,14,25,0.875,0.875,0.88,1.7,"5,2,5,9,4","5,2,3,9,3","0,0,2,0,1",90,2.652355,3,3.82009,Active Responsible
51,15,5,0.875,0.725,0.8,1.5,"1,1,1,1,1","0,1,1,1,1","1,0,0,0,0",80,5.826075,3,6.995525,Active Responsible
51,16,5,0.5,0.65,0.6,1.6,"1,1,1,1,1","1,1,0,1,0","0,0,1,0,1",60,5.288875,3,6.54448,Active Responsible
51,17,25,0.25,0.4,0.4,1.5,"3,2,2,9,9","2,1,1,4,2","1,1,1,5,7",40,8.834485,2,11.74436,Active Responsible
51,18,45,0.5,0.35,0.355555556,2,"9,9,9,9,9","4,3,4,2,3","5,6,5,7,6",35,4.471485,2,5.49088,Active Responsible
51,19,45,0.75,0.6,0.6,1.7,"9,9,9,9,9","7,3,7,3,7","2,6,2,6,2",57,2.084065,2,4.77609,Active Responsible
51,20,25,0.875,1,1,2,"8,3,3,8,3","8,3,3,8,3","0,0,0,0,0",100,2.0495,3,3.48643,Active Responsible
51,21,45,1,1,1,1.9,"9,9,9,9,9","9,9,9,9,9","0,0,0,0,0",100,3.97131,3,4.894125,Active Responsible
51,22,45,0.25,0.4,0.4,2,"9,9,9,9,9","5,4,3,4,2","4,5,6,5,7",37,9.490005,2,10.64061,Active Responsible
51,23,5,0.375,0.225,0.2,1.6,"1,1,1,1,1","0,1,0,0,0","1,0,1,1,1",80,2.449175,3,3.65104,Active Responsible
51,24,5,0.125,0,0,1.6,"1,1,1,1,1","0,0,0,0,0","1,1,1,1,1",0,2.39847,3,3.53866,Active Responsible
51,25,5,0.875,1,1,1.8,"1,1,1,1,1","1,1,1,1,1","0,0,0,0,0",100,2.01374,3,3.08509,Active Responsible
51,26,25,0,0.15,0.16,1.5,"9,1,1,9,5","2,0,0,2,0","7,1,1,7,5",18,3.60353,2,5.53011,Active Responsible
51,27,5,0.75,0.9,1,1.5,"1,1,1,1,1","1,1,1,1,1","0,0,0,0,0",100,2.35489,3,3.270735,Active Responsible
51,28,45,0.5,0.5,0.511111111,1.5,"9,9,9,9,9","2,3,8,3,7","7,6,1,6,2",40,1.999375,2,3.75382,Active Responsible
51,29,25,0.125,0,0,1.5,"5,7,3,1,9","0,0,0,0,0","5,7,3,1,9",0,2.282585,3,3.319,Active Responsible
51,30,45,0.625,0.775,0.777777778,1.5,"9,9,9,9,9","8,7,8,8,4","1,2,1,1,5",86,1.32949,3,3.40651,Active Responsible
51,31,45,0.75,0.75,0.755555556,1.7,"9,9,9,9,9","8,6,7,5,8","1,3,2,4,1",91,3.152175,3,4.62231,Active Responsible
51,32,5,0.5,0.35,0.4,1.5,"1,1,1,1,1","0,1,0,1,0","1,0,1,0,1",40,4.14006,3,5.958495,Active Responsible
51,33,45,0.875,0.725,0.733333333,1.5,"9,9,9,9,9","5,7,8,5,8","4,2,1,4,1",75,6.011175,3,6.9776300000000004,Active Responsible
51,34,25,0.5,0.5,0.52,2,"8,8,4,1,4","4,4,3,0,2","4,4,1,1,2",65,2.466645,1,3.94031,Active Responsible
51,35,45,0.625,0.625,0.622222222,1.6,"9,9,9,9,9","7,4,4,7,6","2,5,5,2,3",63,2.48594,2,3.673045,Active Responsible
51,36,5,0,0,0,1.8,"1,1,1,1,1","0,0,0,0,0","1,1,1,1,1",0,1.83285,3,2.88677,Active Responsible
51,37,25,0.75,0.9,0.92,2,"5,2,1,8,9","5,1,1,8,8","0,1,0,0,1",93,3.55864,3,4.738905,Active Responsible
51,38,25,0,0,0,2,"8,7,1,5,4","0,0,0,0,0","8,7,1,5,4",0,3.13959,3,4.656465,Active Responsible
51,39,45,0.875,0.875,0.866666667,1.7,"9,9,9,9,9","9,7,9,7,7","0,2,0,2,2",86,2.233375,3,4.50835,Active Responsible
51,40,5,1,0.85,0.8,1.6,"1,1,1,1,1","1,1,1,1,0","0,0,0,0,1",80,3.540355,3,4.674585,Active Responsible
51,41,45,0.375,0.225,0.222222222,1.5,"9,9,9,9,9","2,2,4,0,2","7,7,5,9,7",20,1.313485,2,3.101255,Active Responsible
51,42,45,0.75,0.9,0.911111111,1.5,"9,9,9,9,9","8,9,7,8,9","1,0,2,1,0",92,1.94925,3,3.536305,Active Responsible
51,43,5,1,1,1,1.9,"1,1,1,1,1","1,1,1,1,1","0,0,0,0,0",100,4.12146,3,5.09049,Active Responsible
51,44,25,0.375,0.525,0.52,1.7,"3,7,3,6,6","1,4,3,4,1","2,3,0,2,5",50,4.156545,2,5.35934,Active Responsible
51,45,25,0.625,0.775,0.76,2,"2,8,2,4,9","2,5,2,3,7","0,3,0,1,2",75,5.44019,2,6.81038,Active Responsible
51,46,25,0.625,0.625,0.64,1.8,"3,3,2,8,9","3,2,2,3,6","0,1,0,5,3",83,2.21626,2,3.65271,Active Responsible
51,47,5,0.375,0.375,0.4,1.8,"1,1,1,1,1","0,0,1,1,0","1,1,0,0,1",40,6.495045,3,7.363395,Active Responsible
51,48,5,1,1,1,2,"1,1,1,1,1","1,1,1,1,1","0,0,0,0,0",100,1.516295,3,2.767685,Active Responsible
51,49,45,0,0,0,1.9,"9,9,9,9,9","0,0,0,0,0","9,9,9,9,9",0,3.670425,3,4.957935,Active Responsible
51,50,25,1,0.85,0.84,1.6,"9,8,2,3,3","8,6,2,3,2","1,2,0,0,1",90,2.717545,2,4.804985,Active Responsible
51,51,45,0.875,1,1,1.5,"9,9,9,9,9","9,9,9,9,9","0,0,0,0,0",100,1.513995,3,2.351685,Active Responsible
51,52,25,0.5,0.65,0.64,1.8,"8,7,8,1,1","5,2,7,1,1","3,5,1,0,0",77,2.9388,2,4.460405,Active Responsible
51,53,5,0.125,0.125,0.2,1.9,"1,1,1,1,1","0,1,0,0,0","1,0,1,1,1",80,3.655225,3,9.119215,Active Responsible
51,54,5,0.25,0.4,0.4,2,"1,1,1,1,1","0,0,1,1,0","1,1,0,0,1",21,9.350585,1,11.42338,Active Responsible
51,55,25,0,0,0,1.8,"6,6,7,4,2","0,0,0,0,0","6,6,7,4,2",0,2.099,3,3.167975,Active Responsible
51,56,25,0.25,0.1,0.12,1.9,"5,2,8,7,3","1,1,1,0,0","4,1,7,7,3",10,3.955095,2,5.24041,Active Responsible
51,57,45,0.125,0.275,0.266666667,1.8,"9,9,9,9,9","2,3,3,2,2","7,6,6,7,7",28,2.533245,1,5.54478,Active Responsible
51,58,45,0.5,0.65,0.644444444,1.9,"9,9,9,9,9","7,5,5,6,6","2,4,4,3,3",60,2.21681,2,4.77364,Active Responsible
51,59,5,0.375,0.525,0.6,1.7,"1,1,1,1,1","1,1,0,1,0","0,0,1,0,1",60,3.086875,2,4.254645,Active Responsible
51,60,25,0.75,0.6,0.6,2,"4,6,4,9,2","3,5,1,5,1","1,1,3,4,1",56,1.880865,1,3.25477,Active Responsible
51,61,5,0.625,0.775,0.8,1.8,"1,1,1,1,1","0,1,1,1,1","1,0,0,0,0",80,4.721955,2,5.69111,Active Responsible
51,62,25,0.375,0.225,0.24,1.8,"4,4,4,6,7","2,1,1,1,1","2,3,3,5,6",17,2.41716,1,3.78683,Active Responsible
51,63,25,0.125,0.125,0.12,1.6,"7,7,7,2,2","2,0,1,0,0","5,7,6,2,2",12,1.78295,2,2.733755,Active Responsible
51,64,25,0.5,0.35,0.36,1.6,"7,8,2,1,7","2,4,1,0,2","5,4,1,1,5",32,2.31784,2,3.40427,Active Responsible
51,65,45,0,0,0,1.9,"9,9,9,9,9","0,0,0,0,0","9,9,9,9,9",0,1.84939,3,3.067525,Active Responsible
51,66,25,0.625,0.475,0.48,1.6,"4,5,2,5,9","2,1,1,2,6","2,4,1,3,3",50,3.78696,2,4.65754,Active Responsible
51,67,25,0.125,0.275,0.28,1.6,"9,6,7,2,1","2,1,2,2,0","7,5,5,0,1",20,4.121835,2,5.408175,Active Responsible
51,68,45,0.625,0.475,0.466666667,2,"9,9,9,9,9","4,3,3,5,6","5,6,6,4,3",50,2.11561,2,3.435855,Active Responsible
51,69,25,0.875,0.725,0.72,1.6,"6,6,9,1,3","4,5,7,0,2","2,1,2,1,1",76,2.81747,2,4.13802,Active Responsible
51,70,25,0.25,0.25,0.24,1.9,"3,8,9,3,2","2,2,0,1,1","1,6,9,2,1",37,5.022635,2,6.915545,Active Responsible
51,71,5,0.75,0.6,0.6,1.7,"1,1,1,1,1","1,1,1,0,0","0,0,0,1,1",60,1.97113,2,3.50869,Active Responsible
51,72,5,0.25,0.1,0.2,1.7,"1,1,1,1,1","0,0,0,1,0","1,1,1,0,1",20,10.90821,2,11.99542,Active Responsible
51,73,25,0.75,0.75,0.76,1.9,"5,4,1,6,9","4,3,1,3,8","1,1,0,3,1",72,1.396725,2,2.78335,Active Responsible
51,74,5,0.625,0.475,0.4,1.7,"1,1,1,1,1","0,1,0,1,0","1,0,1,0,1",35,2.385515,2,3.870195,Active Responsible
51,75,5,0,0,0,1.8,"1,1,1,1,1","0,0,0,0,0","1,1,1,1,1",0,2.270815,3,3.66901,Active Responsible
51,76,45,0.375,0.525,0.533333333,1.5,"9,9,9,9,9","4,4,6,5,5","5,5,3,4,4",50,4.29093,3,7.315675,Active Responsible
51,77,5,0.125,0.275,0.2,1.6,"1,1,1,1,1","0,1,0,0,0","1,0,1,1,1",20,6.410615,3,8.281085,Active Responsible
51,78,5,0.75,0.75,0.8,2,"1,1,1,1,1","1,1,1,1,0","0,0,0,0,1",80,4.97372,3,6.116645,Active Responsible
51,79,45,0.125,0,0,2,"9,9,9,9,9","0,0,0,0,0","9,9,9,9,9",0,2.03338,3,3.056625,Active Responsible
51,80,25,1,1,1,1.7,"4,8,6,3,4","4,8,6,3,4","0,0,0,0,0",100,2.672585,3,3.704335,Active Responsible
51,81,45,0.375,0.375,0.377777778,1.8,"9,9,9,9,9","2,1,5,4,5","7,8,4,5,4",41,3.48692,1,5.14113,Active Responsible
52,1,5,0,0,0,1.6,"1,1,1,1,1","0,0,0,0,0","1,1,1,1,1",0,3.779315,1,7.980225,Warm Imaginative
52,2,25,1,0.85,0.84,1.5,"4,7,2,6,6","3,6,2,5,5","1,1,0,1,1",88,6.412755,2,8.59979,Warm Imaginative
52,3,25,0.5,0.35,0.36,1.7,"1,9,1,6,8","1,3,1,1,3","0,6,0,5,5",49,6.979095,2,8.80704,Warm Imaginative
52,4,45,0.125,0.275,0.266666667,1.8,"9,9,9,9,9","2,3,1,2,4","7,6,8,7,5",27,4.506695,2,6.171625,Warm Imaginative
52,5,25,0.375,0.375,0.36,1.5,"8,7,8,1,1","3,4,1,1,0","5,3,7,0,1",50,3.23333,2,4.9478,Warm Imaginative
52,6,45,0.75,0.9,0.911111111,1.5,"9,9,9,9,9","9,8,8,8,8","0,1,1,1,1",95,3.14291,2,5.80775,Warm Imaginative
52,7,25,0.875,0.725,0.72,1.8,"8,5,3,5,4","5,3,3,3,4","3,2,0,2,0",66,3.293535,1,4.54877,Warm Imaginative
52,8,5,0,0,0,1.8,"1,1,1,1,1","0,0,0,0,0","1,1,1,1,1",0,3.330715,1,4.884075,Warm Imaginative
52,9,45,0.875,1,1,1.7,"9,9,9,9,9","9,9,9,9,9","0,0,0,0,0",100,1.951095,3,3.30745,Warm Imaginative
52,10,45,0.375,0.375,0.377777778,1.9,"9,9,9,9,9","3,1,3,4,6","6,8,6,5,3",40,5.494705,2,6.651405,Warm Imaginative
52,11,5,0.625,0.475,0.4,2,"1,1,1,1,1","1,1,0,0,0","0,0,1,1,1",40,9.1426,1,11.560205,Warm Imaginative
52,12,45,0.75,0.6,0.6,1.6,"9,9,9,9,9","6,4,6,6,5","3,5,3,3,4",58,5.746795,2,7.317435,Warm Imaginative
52,13,45,0.875,0.725,0.733333333,1.9,"9,9,9,9,9","6,7,6,8,6","3,2,3,1,3",70,5.36902,2,6.997185,Warm Imaginative
52,14,45,1,0.85,0.844444444,2,"9,9,9,9,9","9,9,5,8,7","0,0,4,1,2",85,5.763265,2,7.981605,Warm Imaginative
52,15,45,0.25,0.1,0.111111111,2,"9,9,9,9,9","1,1,0,1,2","8,8,9,8,7",5,3.89988,3,6.73755,Warm Imaginative
52,16,5,0.625,0.775,0.8,1.6,"1,1,1,1,1","1,1,1,0,1","0,0,0,1,0",20,10.72213,1,14.207365,Warm Imaginative
52,17,25,0,0,0,1.8,"3,4,6,5,7","0,0,0,0,0","3,4,6,5,7",0,2.565425,2,3.836315,Warm Imaginative
52,18,25,0,0.15,0.16,1.8,"8,2,9,4,2","1,0,1,1,1","7,2,8,3,1",15,4.995405,2,7.19897,Warm Imaginative
52,19,45,0.25,0.25,0.244444444,2,"9,9,9,9,9","2,4,3,2,0","7,5,6,7,9",25,5.00352,2,6.576205,Warm Imaginative
52,20,25,0.625,0.625,0.64,1.5,"6,6,1,3,9","4,5,0,2,5","2,1,1,1,4",50,1.66087,2,4.151955,Warm Imaginative
52,21,5,0,0.15,0.2,1.8,"1,1,1,1,1","0,1,0,0,0","1,0,1,1,1",20,4.03688,1,5.11702,Warm Imaginative
52,22,25,1,1,1,1.5,"3,1,8,9,4","3,1,8,9,4","0,0,0,0,0",100,2.708195,3,3.937015,Warm Imaginative
52,23,45,0.375,0.225,0.222222222,1.7,"9,9,9,9,9","1,2,2,2,3","8,7,7,7,6",10,5.030175,3,6.73219,Warm Imaginative
52,24,45,0.5,0.5,0.511111111,2,"9,9,9,9,9","4,5,5,5,4","5,4,4,4,5",45,2.633225,2,4.266505,Warm Imaginative
52,25,45,0.625,0.775,0.777777778,1.9,"9,9,9,9,9","7,8,6,7,7","2,1,3,2,2",85,7.505385,3,10.317295,Warm Imaginative
52,26,45,0.25,0.4,0.4,1.8,"9,9,9,9,9","3,4,3,5,3","6,5,6,4,6",42,3.02754,2,4.232265,Warm Imaginative
52,27,25,0.25,0.25,0.24,1.8,"8,4,9,1,3","2,1,2,0,1","6,3,7,1,2",28,7.96455,2,9.08031,Warm Imaginative
52,28,5,0.875,0.875,0.8,1.7,"1,1,1,1,1","1,1,0,1,1","0,0,1,0,0",80,6.427845,1,7.592875,Warm Imaginative
52,29,5,0.5,0.5,0.6,1.9,"1,1,1,1,1","1,0,1,0,1","0,1,0,1,0",60,4.618245,1,6.340425,Warm Imaginative
52,30,5,0.75,0.75,0.8,2,"1,1,1,1,1","1,1,1,0,1","0,0,0,1,0",80,3.93995,1,5.08031,Warm Imaginative
52,31,5,0.375,0.525,0.6,1.9,"1,1,1,1,1","0,0,1,1,1","1,1,0,0,0",60,4.02846,1,5.2967,Warm Imaginative
52,32,5,1,0.85,0.8,1.5,"1,1,1,1,1","1,1,0,1,1","0,0,1,0,0",80,3.05118,1,4.260865,Warm Imaginative
52,33,25,0.125,0,0,1.7,"3,3,9,1,9","0,0,0,0,0","3,3,9,1,9",0,3.706735,3,8.351825,Warm Imaginative
52,34,45,0.5,0.65,0.644444444,1.6,"9,9,9,9,9","6,6,6,5,6","3,3,3,4,3",63,2.15429,3,5.300205,Warm Imaginative
52,35,45,0.875,0.875,0.866666667,1.6,"9,9,9,9,9","6,7,9,9,8","3,2,0,0,1",90,3.46684,3,5.21593,Warm Imaginative
52,36,5,0.75,0.6,0.6,2,"1,1,1,1,1","1,1,0,1,0","0,0,1,0,1",60,1.201465,1,2.976265,Warm Imaginative
52,37,5,1,1,1,1.9,"1,1,1,1,1","1,1,1,1,1","0,0,0,0,0",100,3.023765,1,4.15197,Warm Imaginative
52,38,45,0.125,0.125,0.133333333,1.7,"9,9,9,9,9","2,3,0,0,1","7,6,9,9,8",8,6.921885,3,4.468055,Warm Imaginative
52,39,25,0.75,0.75,0.76,1.7,"4,4,8,2,7","4,4,5,1,5","0,0,3,1,2",74,5.597445,2,7.047075,Warm Imaginative
52,40,5,0.375,0.375,0.4,1.9,"1,1,1,1,1","1,0,0,1,0","0,1,1,0,1",40,6.170075,1,7.24697,Warm Imaginative
52,41,45,0.625,0.625,0.622222222,1.9,"9,9,9,9,9","5,5,5,6,7","4,4,4,3,2",60,5.41309,2,6.74574,Warm Imaginative
52,42,5,0.75,0.9,1,2,"1,1,1,1,1","1,1,1,1,1","0,0,0,0,0",100,3.157545,1,4.458055,Warm Imaginative
52,43,25,0,0,0,1.7,"4,9,8,2,2","0,0,0,0,0","4,9,8,2,2",0,2.021825,2,8.487285,Warm Imaginative
52,44,25,0.375,0.525,0.52,2,"4,6,8,5,2","2,3,3,4,1","2,3,5,1,1",51,1.43538,2,4.013665,Warm Imaginative
52,45,25,0.5,0.5,0.52,1.6,"7,4,4,4,6","3,2,2,1,5","4,2,2,3,1",49,4.129365,2,5.25134,Warm Imaginative
52,46,25,0.25,0.1,0.12,1.8,"4,5,5,8,3","0,1,1,0,1","4,4,4,8,2",6,3.09412,2,4.87315,Warm Imaginative
52,47,45,0,0,0,2,"9,9,9,9,9","0,0,0,0,0","9,9,9,9,9",0,2.490195,3,3.73953,Warm Imaginative
52,48,25,0.875,1,1,1.5,"9,6,2,2,6","9,6,2,2,6","0,0,0,0,0",100,4.141665,2,5.432655,Warm Imaginative
52,49,45,1,1,1,1.7,"9,9,9,9,9","9,9,9,9,9","0,0,0,0,0",100,1.990125,3,3.174905,Warm Imaginative
52,50,45,0,0,0,1.8,"9,9,9,9,9","0,0,0,0,0","9,9,9,9,9",0,2.383135,3,3.6691,Warm Imaginative
52,51,5,0.25,0.25,0.2,1.7,"1,1,1,1,1","1,0,0,0,0","0,1,1,1,1",20,2.56989,1,3.636165,Warm Imaginative
52,52,25,0.625,0.475,0.48,2,"3,1,6,7,8","1,0,2,4,5","2,1,4,3,3",40,3.88348,2,5.053245,Warm Imaginative
52,53,5,0.125,0,0,2,"1,1,1,1,1","0,0,0,0,0","1,1,1,1,1",0,2.104705,1,3.419355,Warm Imaginative
52,54,45,0.625,0.475,0.466666667,1.6,"9,9,9,9,9","2,2,6,6,5","7,7,3,3,4",48,1.706455,2,4.367005,Warm Imaginative
52,55,5,0.125,0.275,0.2,1.5,"1,1,1,1,1","0,0,1,0,0","1,1,0,1,1",20,2.703155,1,3.916805,Warm Imaginative
52,56,5,0.125,0.125,0.2,2,"1,1,1,1,1","0,0,0,0,1","1,1,1,1,0",20,3.670315,1,4.81374,Warm Imaginative
52,57,25,0.125,0.275,0.28,1.6,"9,4,3,6,3","2,2,0,2,1","7,2,3,4,2",16,1.725815,2,3.13301,Warm Imaginative
52,58,5,1,1,1,1.5,"1,1,1,1,1","1,1,1,1,1","0,0,0,0,0",100,2.211245,1,3.19416,Warm Imaginative
52,59,5,0.625,0.625,0.6,1.8,"1,1,1,1,1","0,1,0,1,1","1,0,1,0,0",60,3.74833,1,4.76335,Warm Imaginative
52,60,45,0.125,0,0,1.8,"9,9,9,9,9","0,0,0,0,0","9,9,9,9,9",0,4.21222,3,5.44612,Warm Imaginative
52,61,25,0.875,0.875,0.88,2,"2,7,2,7,7","2,6,2,5,7","0,1,0,2,0",92,4.03214,3,5.64723,Warm Imaginative
52,62,5,0.875,1,1,1.9,"1,1,1,1,1","1,1,1,1,1","0,0,0,0,0",100,2.135215,1,3.209285,Warm Imaginative
52,63,45,0.375,0.525,0.533333333,1.5,"9,9,9,9,9","5,5,5,3,6","4,4,4,6,3",50,2.050835,2,3.568685,Warm Imaginative
52,64,25,0.75,0.9,0.92,1.8,"9,4,8,3,1","8,4,7,3,1","1,0,1,0,0",95,11.563235,2,12.73759,Warm Imaginative
52,65,5,0.375,0.225,0.2,1.9,"1,1,1,1,1","1,0,0,0,0","0,1,1,1,1",20,2.451065,1,3.645905,Warm Imaginative
52,66,25,0.375,0.225,0.24,1.6,"6,9,2,5,3","1,3,1,1,0","5,6,1,4,3",15,1.65754,2,3.26737,Warm Imaginative
52,67,45,0.75,0.75,0.755555556,1.7,"9,9,9,9,9","7,5,8,6,8","2,4,1,3,1",85,3.52362,2,4.67748,Warm Imaginative
52,68,25,0.5,0.65,0.64,2,"7,4,3,8,3","4,1,2,6,3","3,3,1,2,0",54,1.6088,2,3.028135,Warm Imaginative
52,69,5,0.5,0.35,0.4,1.6,"1,1,1,1,1","1,0,0,1,0","0,1,1,0,1",40,6.07856,1,7.720925,Warm Imaginative
52,70,45,0,0.15,0.155555556,2,"9,9,9,9,9","1,1,2,2,1","8,8,7,7,8",7,1.599035,3,3.33443,Warm Imaginative
52,71,25,0.125,0.125,0.12,2,"1,2,5,9,8","0,0,0,2,1","1,2,5,7,7",3,4.26917,2,6.2967,Warm Imaginative
52,72,45,1,1,1,1.6,"9,9,9,9,9","9,9,9,9,9","0,0,0,0,0",100,2.6451,2,4.98132,Warm Imaginative
52,73,5,0.875,0.725,0.8,2,"1,1,1,1,1","1,1,1,0,1","0,0,0,1,0",80,2.873585,1,4.853315,Warm Imaginative
52,74,25,1,1,1,1.7,"3,2,3,8,9","3,2,3,8,9","0,0,0,0,0",100,1.396135,2,2.717715,Warm Imaginative
52,75,25,0.75,0.6,0.6,1.7,"8,9,2,1,5","6,4,1,0,4","2,5,1,1,1",55,5.54738,2,7.26943,Warm Imaginative
52,76,5,0.5,0.65,0.6,1.7,"1,1,1,1,1","1,0,1,1,0","0,1,0,0,1",60,4.341735,1,5.38423,Warm Imaginative
52,77,45,0.5,0.35,0.355555556,2,"9,9,9,9,9","2,4,3,4,3","7,5,6,5,6",35,1.49357,2,3.532755,Warm Imaginative
52,78,25,0.25,0.4,0.4,1.7,"4,7,4,9,1","2,3,2,3,0","2,4,2,6,1",39,4.181205,2,5.50227,Warm Imaginative
52,79,5,0.25,0.4,0.4,2,"1,1,1,1,1","1,0,0,0,1","0,1,1,1,0",40,3.341855,1,4.47193,Warm Imaginative
52,80,5,0.25,0.1,0.2,1.8,"1,1,1,1,1","0,0,0,1,0","1,1,1,0,1",20,2.33639,1,3.67935,Warm Imaginative
52,81,25,0.625,0.775,0.76,1.9,"7,9,7,1,1","7,6,4,1,1","0,3,3,0,0",80,4.19777,2,5.764605,Warm Imaginative
53,1,45,0.125,0,0,2,"9,9,9,9,9","0,0,0,0,0","9,9,9,9,9",0,4.18948,3,5.12592,Kind Outspoken
53,2,25,1,1,1,1.7,"5,4,5,8,3","5,4,5,8,3","0,0,0,0,0",100,5.16458,3,6.082875,Kind Outspoken
53,3,45,0,0.15,0.155555556,2,"9,9,9,9,9","2,2,1,0,2","7,7,8,9,7",20,10.07116,2,11.734785,Kind Outspoken
53,4,45,1,1,1,1.9,"9,9,9,9,9","9,9,9,9,9","0,0,0,0,0",100,3.118645,3,3.98558,Kind Outspoken
53,5,5,0.75,0.9,1,1.6,"1,1,1,1,1","1,1,1,1,1","0,0,0,0,0",100,1.61532,3,2.49968,Kind Outspoken
53,6,5,0.875,0.725,0.8,1.8,"1,1,1,1,1","1,1,1,0,1","0,0,0,1,0",90,24.761815,1,28.475055,Kind Outspoken
53,7,45,0.5,0.35,0.355555556,1.7,"9,9,9,9,9","5,1,2,4,4","4,8,7,5,5",50,1.330055,1,3.457725,Kind Outspoken
