sID,trialNumber,nTotal,true_ratio,given_ratio,seen_ratio,ITI,nMushrooms,nBlue,nRed,estimate,estimateRT,confidence,confidenceRT,traits
48,33,25,0.625,0.625,0.64,1.6,"4,5,5,2,9","3,5,3,1,4","1,0,2,1,5",45,1.775,2,3.092,Organized Dependable
48,34,5,0.5,0.35,0.4,2,"1,1,1,1,1","1,0,0,1,0","0,1,1,0,1",45,4.277,2,5.312,Organized Dependable
48,35,5,0.75,0.9,1,1.5,"1,1,1,1,1","1,1,1,1,1","0,0,0,0,0",60,3.444,2,4.264,Organized Dependable
48,36,25,0.25,0.25,0.24,1.5,"6,1,4,5,9","3,1,0,1,1","3,0,4,4,8",40,6.715,3,7.679,Organized Dependable
48,37,5,0.375,0.525,0.6,1.5,"1,1,1,1,1","1,1,1,0,0","0,0,0,1,1",45,2.762,1,4.582,Organized Dependable
48,38,25,0.375,0.225,0.24,1.8,"5,6,4,6,4","0,1,2,1,2","5,5,2,5,2",30,3.064,3,3.978,Organized Dependable
48,39,25,0.375,0.375,0.36,1.6,"4,3,4,6,8","0,1,1,3,4","4,2,3,3,4",40,9.397,3,11.834,Organized Dependable
48,40,45,1,0.85,0.844444444,1.8,"9,9,9,9,9","8,8,8,9,5","1,1,1,0,4",75,3.229,3,5.479,Organized Dependable
48,41,45,0.5,0.5,0.511111111,1.7,"9,9,9,9,9","7,3,5,4,4","2,6,4,5,5",60,23.704,2,21.264,Organized Dependable
48,42,25,0,0,0,1.5,"2,8,9,2,4","0,0,0,0,0","2,8,9,2,4",19,3.227,2,4.177,Organized Dependable
48,43,45,0,0,0,1.7,"9,9,9,9,9","0,0,0,0,0","9,9,9,9,9",12,3.345,3,5.162,Organized Dependable
48,44,25,1,1,1,1.6,"8,3,8,2,4","8,3,8,2,4","0,0,0,0,0",82,1.58,3,2.811,Organized Dependable
48,45,45,0.5,0.65,0.644444444,1.5,"9,9,9,9,9","5,5,6,6,7","4,4,3,3,2",50,3.228,1,4.292,Organized Dependable
48,46,45,0.625,0.475,0.466666667,1.8,"9,9,9,9,9","4,3,4,4,6","5,6,5,5,3",51,1.258,1,3.439,Organized Dependable
48,47,45,0.5,0.35,0.355555556,1.6,"9,9,9,9,9","4,4,3,4,1","5,5,6,5,8",46,7.38,1,10.564,Organized Dependable
48,48,5,0.125,0,0,1.5,"1,1,1,1,1","0,0,0,0,0","1,1,1,1,1",0,2.024,2,3.759,Organized Dependable
48,49,25,0.125,0.125,0.12,1.6,"9,8,3,4,1","2,1,0,0,0","7,7,3,4,1",20,4.598,1,7.578,Organized Dependable
48,50,25,0.25,0.4,0.4,1.7,"5,3,7,6,4","4,1,2,2,1","1,2,5,4,3",54,5.111,1,6.445,Organized Dependable
48,51,5,0.625,0.475,0.4,2,"1,1,1,1,1","0,0,0,1,1","1,1,1,0,0",52,2.863,1,4.928,Organized Dependable
48,52,5,0,0.15,0.2,1.5,"1,1,1,1,1","0,0,1,0,0","1,1,0,1,1",45,3.96,2,4.609,Organized Dependable
48,53,45,0.75,0.6,0.6,1.5,"9,9,9,9,9","9,5,3,5,5","0,4,6,4,4",61,6.477,1,7.861,Organized Dependable
48,54,25,0,0,0,2,"2,5,7,9,2","0,0,0,0,0","2,5,7,9,2",30,5.479,3,6.661,Organized Dependable
48,55,45,0.25,0.4,0.4,1.7,"9,9,9,9,9","5,1,2,6,4","4,8,7,3,5",40,1.31,1,3.759,Organized Dependable
48,56,25,0.75,0.9,0.92,1.8,"9,1,8,1,6","8,1,7,1,6","1,0,1,0,0",72,2.28,2,3.38,Organized Dependable
48,57,25,0.125,0.275,0.28,1.5,"7,3,1,5,9","2,1,0,2,2","5,2,1,3,7",23,1.331,2,2.596,Organized Dependable
48,58,45,0.375,0.225,0.222222222,1.8,"9,9,9,9,9","2,1,4,3,0","7,8,5,6,9",20,0.891,2,2.807,Organized Dependable
48,59,5,0.75,0.6,0.6,1.6,"1,1,1,1,1","1,1,1,0,0","0,0,0,1,1",50,3.414,3,5.211,Organized Dependable
48,60,45,0.125,0.275,0.266666667,1.6,"9,9,9,9,9","3,2,4,2,1","6,7,5,7,8",40,1.644,3,3.343,Organized Dependable
48,61,45,0.625,0.775,0.777777778,1.6,"9,9,9,9,9","6,7,8,7,7","3,2,1,2,2",71,1.26,2,2.744,Organized Dependable
48,62,45,0.875,0.875,0.866666667,1.6,"9,9,9,9,9","9,8,6,7,9","0,1,3,2,0",60,3.808,2,5.91,Organized Dependable
48,63,5,0.25,0.4,0.4,1.5,"1,1,1,1,1","0,1,0,0,1","1,0,1,1,0",51,1.765,1,3.064,Organized Dependable
48,64,5,1,1,1,1.8,"1,1,1,1,1","1,1,1,1,1","0,0,0,0,0",85,2.178,3,5.914,Organized Dependable
48,65,25,0.5,0.35,0.36,1.6,"9,5,2,8,1","4,2,1,2,0","5,3,1,6,1",30,4.758,1,6.184,Organized Dependable
48,66,5,0.5,0.65,0.6,1.5,"1,1,1,1,1","1,1,0,1,0","0,0,1,0,1",50,1.315,1,4.747,Organized Dependable
48,67,5,0,0,0,1.7,"1,1,1,1,1","0,0,0,0,0","1,1,1,1,1",27,3.711,2,4.81,Organized Dependable
48,68,25,0.25,0.1,0.12,1.5,"6,2,9,2,6","1,0,2,0,0","5,2,7,2,6",19,1.864,2,4.381,Organized Dependable
48,69,25,1,0.85,0.84,1.6,"6,1,7,7,4","5,1,5,7,3","1,0,2,0,1",80,1.478,2,3.561,Organized Dependable
48,70,45,0,0.15,0.155555556,1.5,"9,9,9,9,9","3,0,1,3,0","6,9,8,6,9",31,1.295,2,2.594,Organized Dependable
48,71,5,0,0,0,1.8,"1,1,1,1,1","0,0,0,0,0","1,1,1,1,1",23,3.143,2,4.645,Organized Dependable
48,72,45,0.875,1,1,2,"9,9,9,9,9","9,9,9,9,9","0,0,0,0,0",83,2.777,3,5.542,Organized Dependable
48,73,5,0.625,0.775,0.8,1.9,"1,1,1,1,1","0,1,1,1,1","1,0,0,0,0",63,2.683,2,3.91,Organized Dependable
48,74,25,0.125,0,0,2,"4,2,4,7,8","0,0,0,0,0","4,2,4,7,8",11,1.46,3,3.807,Organized Dependable
48,75,25,0,0.15,0.16,1.6,"6,6,5,1,7","0,0,0,1,3","6,6,5,0,4",64,3.799,1,5.262,Organized Dependable
48,76,5,0.375,0.225,0.2,1.7,"1,1,1,1,1","0,1,0,0,0","1,0,1,1,1",35,2.279,2,4.032,Organized Dependable
48,77,5,0.75,0.75,0.8,1.6,"1,1,1,1,1","1,1,1,1,0","0,0,0,0,1",84,4.66,2,5.661,Organized Dependable
48,78,45,1,1,1,1.6,"9,9,9,9,9","9,9,9,9,9","0,0,0,0,0",62,11.36,1,12.645,Organized Dependable
48,79,25,0.625,0.775,0.76,1.5,"5,4,2,8,6","5,3,1,6,4","0,1,1,2,2",67,1.359,2,2.759,Organized Dependable
48,80,5,0.25,0.1,0.2,1.5,"1,1,1,1,1","0,1,0,0,0","1,0,1,1,1",60,5.697,1,6.394,Organized Dependable
48,81,45,0.75,0.75,0.755555556,1.5,"9,9,9,9,9","8,6,6,8,6","1,3,3,1,3",69,2.896,3,4.408,Organized Dependable
49,1,5,0.125,0.275,0.2,1.7,"1,1,1,1,1","0,0,0,0,1","1,1,1,1,0",20,3.6042,1,7.1406,Efficient Organized
49,2,45,0.75,0.6,0.6,2,"9,9,9,9,9","5,6,7,3,6","4,3,2,6,3",57,5.4216,2,5.9979,Efficient Organized
49,3,45,0.125,0,0,1.5,"9,9,9,9,9","0,0,0,0,0","9,9,9,9,9",5,8.7016,3,9.7258,Efficient Organized
49,4,5,0.375,0.225,0.2,1.7,"1,1,1,1,1","0,0,0,0,1","1,1,1,1,0",20,4.9219,2,6.3248,Efficient Organized
49,5,25,0.625,0.775,0.76,2,"6,1,5,6,7","4,1,5,4,5","2,0,0,2,2",76,6.0072,2,7.0184,Efficient Organized
49,6,25,0.875,0.725,0.72,2,"3,4,3,7,8","3,3,2,7,3","0,1,1,0,5",70,8.709,2,9.6944,Efficient Organized
49,7,25,0.125,0,0,1.9,"4,2,2,9,8","0,0,0,0,0","4,2,2,9,8",5,3.0956,3,3.8214,Efficient Organized
49,8,5,0.625,0.625,0.6,1.8,"1,1,1,1,1","0,1,1,1,0","1,0,0,0,1",61,4.0907,1,5.2824,Efficient Organized
49,9,5,0.625,0.775,0.8,1.8,"1,1,1,1,1","1,1,1,0,1","0,0,0,1,0",80,6.2125,1,7.2148,Efficient Organized
49,10,45,1,0.85,0.844444444,1.7,"9,9,9,9,9","7,8,8,8,7","2,1,1,1,2",81,6.5626,3,7.6609,Efficient Organized
49,11,45,0.625,0.475,0.466666667,1.8,"9,9,9,9,9","6,5,2,4,4","3,4,7,5,5",54,2.7515,2,3.8838,Efficient Organized
49,12,25,0.75,0.9,0.92,1.9,"8,8,5,1,3","8,8,3,1,3","0,0,2,0,0",83,3.868,2,5.4249,Efficient Organized
49,13,25,0.5,0.35,0.36,1.9,"2,8,9,3,3","2,3,2,2,0","0,5,7,1,3",27,2.9082,1,3.8258,Efficient Organized
49,14,45,0.125,0.125,0.133333333,1.5,"9,9,9,9,9","0,2,1,2,1","9,7,8,7,8",86,3.2714,3,4.395,Efficient Organized
49,15,25,0,0,0,1.8,"6,5,6,6,2","0,0,0,0,0","6,5,6,6,2",6,2.6716,3,3.7216,Efficient Organized
49,16,25,0.75,0.75,0.76,1.9,"7,4,3,4,7","5,2,2,4,6","2,2,1,0,1",72,3.2878,2,4.4351,Efficient Organized
49,17,25,0.125,0.125,0.12,1.6,"3,5,2,9,6","1,0,0,2,0","2,5,2,7,6",26,2.5799,2,3.2796,Efficient Organized
49,18,45,0.375,0.225,0.222222222,2,"9,9,9,9,9","1,1,1,5,2","8,8,8,4,7",21,3.8359,3,5.404,Efficient Organized
49,19,25,1,1,1,1.6,"5,6,4,6,4","5,6,4,6,4","0,0,0,0,0",92,4.5179,3,5.3583,Efficient Organized
49,20,25,0.625,0.625,0.64,1.9,"3,3,4,8,7","2,3,2,4,5","1,0,2,4,2",61,2.5254,1,3.9676,Efficient Organized
49,21,5,0.5,0.35,0.4,1.7,"1,1,1,1,1","0,0,1,1,0","1,1,0,0,1",47,2.2079,1,3.0947,Efficient Organized
49,22,5,0,0,0,1.8,"1,1,1,1,1","0,0,0,0,0","1,1,1,1,1",8,3.9213,1,4.4954,Efficient Organized
49,23,45,0.25,0.25,0.244444444,2,"9,9,9,9,9","3,0,1,3,4","6,9,8,6,5",21,2.4454,2,3.3164,Efficient Organized
49,24,45,0.75,0.75,0.755555556,1.9,"9,9,9,9,9","8,7,4,7,8","1,2,5,2,1",74,1.0283,3,3.5952,Efficient Organized
49,25,25,0.875,0.875,0.88,1.9,"7,7,5,4,2","4,7,5,4,2","3,0,0,0,0",77,2.2249,2,3.5883,Efficient Organized
49,26,5,0.625,0.475,0.4,1.9,"1,1,1,1,1","0,1,1,0,0","1,0,0,1,1",44,4.1073,1,4.9615,Efficient Organized
49,27,45,0.75,0.9,0.911111111,1.9,"9,9,9,9,9","8,9,7,9,8","1,0,2,0,1",87,10.1946,3,11.3173,Efficient Organized
49,28,45,1,1,1,1.5,"9,9,9,9,9","9,9,9,9,9","0,0,0,0,0",94,2.9515,3,4.7294,Efficient Organized
49,29,5,0,0,0,1.5,"1,1,1,1,1","0,0,0,0,0","1,1,1,1,1",16,3.8316,2,5.8813,Efficient Organized
49,30,5,0.125,0.125,0.2,1.8,"1,1,1,1,1","1,0,0,0,0","0,1,1,1,1",25,1.6796,1,2.7555,Efficient Organized
49,31,25,0.5,0.5,0.52,1.6,"2,5,9,5,4","1,3,5,3,1","1,2,4,2,3",48,2.1984,1,3.1711,Efficient Organized
49,32,25,1,0.85,0.84,1.6,"9,6,7,2,1","6,6,6,2,1","3,0,1,0,0",68,1.4583,2,2.9393,Efficient Organized
49,33,45,0.375,0.525,0.533333333,1.7,"9,9,9,9,9","4,5,4,5,6","5,4,5,4,3",50,2.0555,2,3.7511,Efficient Organized
49,34,25,0.25,0.25,0.24,2,"1,1,7,9,7","0,1,2,1,2","1,0,5,8,5",22,2.9058,2,4.3854,Efficient Organized
49,35,25,0.375,0.525,0.52,1.7,"7,1,2,8,7","3,0,1,4,5","4,1,1,4,2",46,2.4092,1,3.2912,Efficient Organized
49,36,5,0.875,1,1,1.9,"1,1,1,1,1","1,1,1,1,1","0,0,0,0,0",89,1.4423,1,2.6653,Efficient Organized
49,37,25,0,0,0,1.5,"4,7,3,8,3","0,0,0,0,0","4,7,3,8,3",12,2.7568,3,3.7826,Efficient Organized
49,38,5,0.5,0.65,0.6,1.9,"1,1,1,1,1","1,1,1,0,0","0,0,0,1,1",63,1.1828,1,2.7407,Efficient Organized
49,39,5,0.25,0.4,0.4,1.5,"1,1,1,1,1","1,0,0,0,1","0,1,1,1,0",41,2.1981,1,3.1613,Efficient Organized
49,40,5,0.25,0.25,0.2,1.7,"1,1,1,1,1","0,0,0,1,0","1,1,1,0,1",45,1.5056,1,2.4294,Efficient Organized
49,41,5,1,1,1,1.5,"1,1,1,1,1","1,1,1,1,1","0,0,0,0,0",95,1.9876,1,2.7179,Efficient Organized
49,42,45,0,0,0,1.7,"9,9,9,9,9","0,0,0,0,0","9,9,9,9,9",7,3.7313,3,4.8047,Efficient Organized
49,43,5,0.75,0.9,1,1.8,"1,1,1,1,1","1,1,1,1,1","0,0,0,0,0",93,4.2683,1,5.0116,Efficient Organized
49,44,45,0.25,0.1,0.111111111,1.7,"9,9,9,9,9","1,3,1,0,0","8,6,8,9,9",14,3.5312,3,4.7051,Efficient Organized
49,45,25,0.375,0.375,0.36,2,"9,3,7,5,1","3,0,5,1,0","6,3,2,4,1",40,1.1287,2,3.0479,Efficient Organized
49,46,45,0.875,1,1,1.5,"9,9,9,9,9","9,9,9,9,9","0,0,0,0,0",96,3.8332,3,4.6362,Efficient Organized
49,47,45,1,1,1,1.6,"9,9,9,9,9","9,9,9,9,9","0,0,0,0,0",97,2.4064,3,3.0798,Efficient Organized
49,48,5,1,1,1,1.5,"1,1,1,1,1","1,1,1,1,1","0,0,0,0,0",94,3.4014,1,3.9577,Efficient Organized
49,49,25,0.5,0.65,0.64,1.6,"7,7,9,1,1","4,4,6,1,1","3,3,3,0,0",80,3.3121,1,5.1811,Efficient Organized
49,50,45,0,0,0,1.5,"9,9,9,9,9","0,0,0,0,0","9,9,9,9,9",8,2.161,3,3.8158,Efficient Organized
49,51,5,0,0.15,0.2,1.8,"1,1,1,1,1","1,0,0,0,0","0,1,1,1,1",13,2.5515,1,3.4053,Efficient Organized
49,52,45,0.875,0.875,0.866666667,1.8,"9,9,9,9,9","8,7,8,8,8","1,2,1,1,1",88,1.0244,3,2.5984,Efficient Organized
49,53,45,0.875,0.725,0.733333333,1.7,"9,9,9,9,9","6,4,7,8,8","3,5,2,1,1",69,1.6978,2,2.7373,Efficient Organized
49,54,25,0.75,0.6,0.6,1.9,"7,2,2,8,6","2,2,1,7,3","5,0,1,1,3",73,3.0952,2,4.0612,Efficient Organized
49,55,25,0.625,0.475,0.48,1.8,"4,6,3,6,6","1,5,1,3,2","3,1,2,3,4",55,1.9691,1,2.8017,Efficient Organized
49,56,5,0.375,0.525,0.6,2,"1,1,1,1,1","1,0,1,0,1","0,1,0,1,0",45,3.7242,1,4.5655,Efficient Organized
49,57,5,1,0.85,0.8,1.6,"1,1,1,1,1","1,0,1,1,1","0,1,0,0,0",78,0.8508,1,1.7361,Efficient Organized
49,58,25,1,1,1,1.5,"4,1,2,9,9","4,1,2,9,9","0,0,0,0,0",96,3.1579,3,5.4145,Efficient Organized
49,59,25,0,0.15,0.16,2,"7,7,6,2,3","2,2,0,0,0","5,5,6,2,3",20,0.9231,2,2.7689,Efficient Organized
49,60,5,0.5,0.5,0.6,1.9,"1,1,1,1,1","0,1,1,1,0","1,0,0,0,1",55,0.7619,1,1.4188,Efficient Organized
49,61,5,0.75,0.75,0.8,2,"1,1,1,1,1","1,0,1,1,1","0,1,0,0,0",22,0.5221,1,1.2552,Efficient Organized
49,62,25,0.125,0.275,0.28,1.6,"9,7,6,1,2","5,1,0,0,1","4,6,6,1,1",32,1.5357,2,2.1619,Efficient Organized
49,63,5,0.375,0.375,0.4,1.6,"1,1,1,1,1","0,1,0,0,1","1,0,1,1,0",47,1.2929,1,2.3417,Efficient Organized
49,64,45,0.375,0.375,0.377777778,1.7,"9,9,9,9,9","4,4,6,1,2","5,5,3,8,7",46,1.1967,1,2.1542,Efficient Organized
49,65,45,0.5,0.65,0.644444444,2,"9,9,9,9,9","5,7,6,6,5","4,2,3,3,4",56,1.98,1,2.7133,Efficient Organized
49,66,45,0,0.15,0.155555556,1.6,"9,9,9,9,9","1,1,2,1,2","8,8,7,8,7",14,2.213,3,3.861,Efficient Organized
49,67,45,0.625,0.625,0.622222222,1.6,"9,9,9,9,9","4,8,7,4,5","5,1,2,5,4",67,3.5418,1,5.1498,Efficient Organized
49,68,45,0.125,0.275,0.266666667,1.7,"9,9,9,9,9","2,3,2,3,2","7,6,7,6,7",74,4.7222,2,6.781,Efficient Organized
49,69,25,0.875,1,1,2,"3,4,8,5,5","3,4,8,5,5","0,0,0,0,0",11,1.6231,3,3.7131,Efficient Organized
49,70,25,0.25,0.4,0.4,1.9,"3,7,6,1,8","0,4,2,0,4","3,3,4,1,4",35,1.8668,2,3.1015,Efficient Organized
49,71,5,0.875,0.875,0.8,1.6,"1,1,1,1,1","1,1,1,0,1","0,0,0,1,0",82,1.5762,1,2.5066,Efficient Organized
49,72,5,0.25,0.1,0.2,1.7,"1,1,1,1,1","0,1,0,0,0","1,0,1,1,1",24,1.8987,1,2.5812,Efficient Organized
49,73,25,0.25,0.1,0.12,1.8,"8,2,2,6,7","0,0,0,1,2","8,2,2,5,5",17,2.2918,2,4.8341,Efficient Organized
49,74,5,0.875,0.725,0.8,1.6,"1,1,1,1,1","0,1,1,1,1","1,0,0,0,0",65,2.7483,1,3.5648,Efficient Organized
49,75,25,0.375,0.225,0.24,1.9,"8,2,2,4,9","2,0,0,2,2","6,2,2,2,7",30,1.1582,2,2.5268,Efficient Organized
49,76,45,0.5,0.5,0.511111111,2,"9,9,9,9,9","6,6,3,4,4","3,3,6,5,5",48,1.0461,1,2.0619,Efficient Organized
49,77,5,0.125,0,0,1.9,"1,1,1,1,1","0,0,0,0,0","1,1,1,1,1",12,2.7351,1,3.4784,Efficient Organized
49,78,45,0.25,0.4,0.4,1.6,"9,9,9,9,9","6,1,6,3,2","3,8,3,6,7",42,0.9781,1,1.8312,Efficient Organized
49,79,45,0.5,0.35,0.355555556,1.6,"9,9,9,9,9","5,3,3,3,2","4,6,6,6,7",34,0.7709,1,2.2867,Efficient Organized
49,80,45,0.625,0.775,0.777777778,1.8,"9,9,9,9,9","7,6,7,7,8","2,3,2,2,1",87,1.7746,2,3.5845,Efficient Organized
49,81,5,0.75,0.6,0.6,1.8,"1,1,1,1,1","0,1,1,0,1","1,0,0,1,0",57,3.2614,1,4.8087,Efficient Organized
50,1,5,0.5,0.35,0.4,1.5,"1,1,1,1,1","0,1,1,0,0","1,0,0,1,1",48,3.86617,3,5.61623,Active Curious
50,2,25,0.625,0.625,0.64,1.6,"6,1,6,8,4","4,0,3,7,2","2,1,3,1,2",75,2.466435,3,3.216545,Active Curious
50,3,45,0.625,0.475,0.466666667,1.8,"9,9,9,9,9","5,4,4,3,5","4,5,5,6,4",45,3.416345,3,4.066545,Active Curious
50,4,5,0.625,0.625,0.6,1.7,"1,1,1,1,1","1,0,1,0,1","0,1,0,1,0",50,4.216725,3,5.35015,Active Curious
50,5,45,0.875,1,1,2,"9,9,9,9,9","9,9,9,9,9","0,0,0,0,0",99,2.699875,3,3.283115,Active Curious
50,6,25,0.375,0.225,0.24,1.6,"2,4,7,9,3","0,2,3,1,0","2,2,4,8,3",40,6.416485,3,8.399895,Active Curious
50,7,45,0.625,0.625,0.622222222,2,"9,9,9,9,9","5,4,7,4,8","4,5,2,5,1",65,3.566595,3,4.05084,Active Curious
50,8,5,0,0,0,1.9,"1,1,1,1,1","0,0,0,0,0","1,1,1,1,1",1,4.832795,3,5.54951,Active Curious
50,9,25,0,0,0,1.7,"4,4,8,2,7","0,0,0,0,0","4,4,8,2,7",1,5.533015,3,6.59972,Active Curious
50,10,45,0.25,0.4,0.4,1.8,"9,9,9,9,9","3,4,5,4,2","6,5,4,5,7",46,1.60001,3,2.850035,Active Curious
50,11,5,1,0.85,0.8,1.6,"1,1,1,1,1","1,1,0,1,1","0,0,1,0,0",86,4.76668,3,5.66668,Active Curious
50,12,5,0,0,0,1.6,"1,1,1,1,1","0,0,0,0,0","1,1,1,1,1",1,2.96654,3,3.717535,Active Curious
50,13,45,0.125,0.125,0.133333333,1.9,"9,9,9,9,9","1,4,0,1,0","8,5,9,8,9",9,4.383375,3,5.616715,Active Curious
50,14,25,0.625,0.775,0.76,1.7,"2,3,9,7,4","1,2,9,3,4","1,1,0,4,0",80,3.33323,3,3.95078,Active Curious
50,15,45,0.25,0.25,0.244444444,1.7,"9,9,9,9,9","3,2,3,2,1","6,7,6,7,8",25,2.033385,3,3.14983,Active Curious
50,16,25,0.875,0.875,0.88,1.6,"4,5,5,2,9","4,4,3,2,9","0,1,2,0,0",81,2.050155,3,3.23335,Active Curious
50,17,45,0,0,0,1.9,"9,9,9,9,9","0,0,0,0,0","9,9,9,9,9",5,0.850145,3,2.466745,Active Curious
50,18,25,0.875,1,1,1.9,"5,5,7,1,7","5,5,7,1,7","0,0,0,0,0",97,2.467615,3,3.6668,Active Curious
50,19,5,0,0.15,0.2,1.7,"1,1,1,1,1","0,0,0,1,0","1,1,1,0,1",22,1.70003,3,3.46663,Active Curious
50,20,5,0.625,0.475,0.4,1.5,"1,1,1,1,1","0,0,1,0,1","1,1,0,1,0",22,1.766855,3,2.6167,Active Curious
50,21,45,0.5,0.35,0.355555556,1.6,"9,9,9,9,9","2,3,4,3,4","7,6,5,6,5",26,2.483365,3,3.383465,Active Curious
50,22,25,0.125,0.275,0.28,2,"9,5,5,3,3","2,1,1,1,2","7,4,4,2,1",30,2.86668,3,3.78325,Active Curious
50,23,25,0.125,0,0,1.7,"5,4,5,9,2","0,0,0,0,0","5,4,5,9,2",4,1.96633,3,3.08194,Active Curious
50,24,25,0.375,0.375,0.36,2,"6,3,2,7,7","1,1,1,2,4","5,2,1,5,3",30,2.083205,3,3.100865,Active Curious
50,25,5,0.125,0.275,0.2,1.7,"1,1,1,1,1","0,0,1,0,0","1,1,0,1,1",41,2.75006,1,4.483405,Active Curious
50,26,5,0.125,0,0,1.5,"1,1,1,1,1","0,0,0,0,0","1,1,1,1,1",10,2.05007,3,3,Active Curious
50,27,5,0.125,0.125,0.2,1.5,"1,1,1,1,1","0,0,0,0,1","1,1,1,1,0",19,1.33337,1,2.59997,Active Curious
50,28,5,0.625,0.775,0.8,1.7,"1,1,1,1,1","1,1,1,0,1","0,0,0,1,0",84,3.167455,3,3.950015,Active Curious
50,29,5,0.25,0.4,0.4,1.7,"1,1,1,1,1","0,1,0,0,1","1,0,1,1,0",71,1.93344,1,4.484515,Active Curious
50,30,45,0.75,0.9,0.911111111,2,"9,9,9,9,9","8,8,8,8,9","1,1,1,1,0",92,3.18336,3,4.4665,Active Curious
50,31,5,0.75,0.9,1,1.6,"1,1,1,1,1","1,1,1,1,1","0,0,0,0,0",81,3.067715,1,4.3833,Active Curious
50,32,5,0.875,1,1,1.7,"1,1,1,1,1","1,1,1,1,1","0,0,0,0,0",84,2.083365,1,3.18422,Active Curious
50,33,25,0.625,0.475,0.48,1.6,"5,3,6,7,4","2,2,3,4,1","3,1,3,3,3",44,1.749165,2,3.13232,Active Curious
50,34,45,0.625,0.775,0.777777778,1.5,"9,9,9,9,9","7,8,8,6,6","2,1,1,3,3",88,3.916765,3,2.567545,Active Curious
50,35,45,0,0,0,1.5,"9,9,9,9,9","0,0,0,0,0","9,9,9,9,9",4,2.784285,3,3.86668,Active Curious
50,36,5,0.875,0.875,0.8,1.6,"1,1,1,1,1","1,1,1,0,1","0,0,0,1,0",82,2.601855,1,3.549955,Active Curious
50,37,25,1,0.85,0.84,1.7,"1,6,4,7,7","1,4,4,6,6","0,2,0,1,1",87,1.766975,3,2.81668,Active Curious
50,38,45,0.375,0.225,0.222222222,1.5,"9,9,9,9,9","4,1,4,1,0","5,8,5,8,9",25,4.68458,3,3.83345,Active Curious
50,39,25,1,1,1,1.9,"9,1,6,7,2","9,1,6,7,2","0,0,0,0,0",89,2.666705,3,3.43433,Active Curious
50,40,45,0.75,0.6,0.6,1.9,"9,9,9,9,9","6,7,4,6,4","3,2,5,3,5",50,1.41664,2,2.649855,Active Curious
50,41,25,0.75,0.9,0.92,1.9,"7,7,9,1,1","6,7,8,1,1","1,0,1,0,0",71,3.133295,1,3.99986,Active Curious
50,42,45,0.75,0.75,0.755555556,2,"9,9,9,9,9","5,9,8,5,7","4,0,1,4,2",79,0.86683,3,2.11687,Active Curious
50,43,45,0.875,0.725,0.733333333,1.9,"9,9,9,9,9","7,6,7,6,7","2,3,2,3,2",88,2.267635,3,4.70007,Active Curious
50,44,5,0.375,0.525,0.6,1.6,"1,1,1,1,1","1,0,0,1,1","0,1,1,0,0",51,2.800075,1,3.7333,Active Curious
50,45,5,0.875,0.725,0.8,1.9,"1,1,1,1,1","1,1,1,0,1","0,0,0,1,0",51,1.46674,1,2.33337,Active Curious
50,46,25,0,0.15,0.16,2,"1,2,4,9,9","0,0,1,2,1","1,2,3,7,8",18,1.88396,3,2.899755,Active Curious
50,47,5,0.25,0.25,0.2,1.7,"1,1,1,1,1","1,0,0,0,0","0,1,1,1,1",36,1.850045,1,2.716545,Active Curious
50,48,5,0.375,0.225,0.2,1.8,"1,1,1,1,1","0,0,0,0,1","1,1,1,1,0",25,1.55084,1,2.316565,Active Curious
50,49,5,0.75,0.75,0.8,1.8,"1,1,1,1,1","1,0,1,1,1","0,1,0,0,0",69,0.900125,1,1.88424,Active Curious
50,50,5,0.5,0.5,0.6,1.9,"1,1,1,1,1","0,1,0,1,1","1,0,1,0,0",54,3.000135,1,4.550025,Active Curious
50,51,45,0.5,0.65,0.644444444,1.5,"9,9,9,9,9","5,7,6,6,5","4,2,3,3,4",76,1.983335,3,3.13326,Active Curious
50,52,5,1,1,1,1.5,"1,1,1,1,1","1,1,1,1,1","0,0,0,0,0",65,2.21662,1,3.30009,Active Curious
50,53,25,0.5,0.65,0.64,1.5,"2,6,3,6,8","1,5,2,4,4","1,1,1,2,4",69,3.7002,1,2.650115,Active Curious
50,54,45,0.5,0.5,0.511111111,1.8,"9,9,9,9,9","4,4,5,6,4","5,5,4,3,5",60,1.933375,2,3.84997,Active Curious
50,55,45,0,0.15,0.155555556,2,"9,9,9,9,9","1,2,2,1,1","8,7,7,8,8",15,2.21736,3,3.29997,Active Curious
50,56,25,0.375,0.525,0.52,1.5,"1,9,2,9,4","0,4,1,6,2","1,5,1,3,2",50,1.633085,2,2.533975,Active Curious
50,57,45,1,0.85,0.844444444,1.8,"9,9,9,9,9","7,7,6,9,9","2,2,3,0,0",90,1.499955,3,2.44996,Active Curious
50,58,45,0.25,0.1,0.111111111,1.8,"9,9,9,9,9","1,0,1,2,1","8,9,8,7,8",20,1.26703,3,4.0504,Active Curious
50,59,5,0.5,0.65,0.6,1.7,"1,1,1,1,1","0,1,1,1,0","1,0,0,0,1",51,0.98364,1,2.250085,Active Curious
50,60,25,0.875,0.725,0.72,1.8,"1,9,3,7,5","1,6,3,4,4","0,3,0,3,1",87,1.5501,3,3.21665,Active Curious
50,61,45,1,1,1,2,"9,9,9,9,9","9,9,9,9,9","0,0,0,0,0",94,1.383315,3,2.433135,Active Curious
