sID,nTotal,true_ratio,estimate
55,5,0.25,39
55,25,0,20
55,45,0.25,27
55,45,0.125,17
55,25,0.5,27
55,5,0,16
55,5,0.75,45
55,25,1,96
55,45,0.5,44
55,25,0,53
55,45,0.875,52
55,25,0.5,54
55,5,1,70
55,45,0.625,64
55,25,0,21
55,25,0.875,71
55,25,0.25,51
55,5,0.125,11
55,45,1,87
55,25,0.5,52
55,45,0.75,54
55,5,0.875,61
55,45,0.25,13
55,25,0.375,22
55,5,0.875,84
55,45,1,100
55,5,0,5
55,45,0.125,32
55,5,0.375,33
55,45,0.75,76
55,25,0.875,81
55,25,1,82
55,45,0,1
55,45,0.5,16
55,45,0,13
55,5,0.625,51
55,25,0.125,26
55,45,0.375,43
55,25,0.375,43
55,25,0.625,39
55,5,0.5,40
55,45,0.875,100
55,5,0.125,0
55,5,0.625,68
55,25,0.875,94
55,5,0.25,19
55,5,1,77
55,25,0.125,0
55,25,0.25,15
55,5,0.75,76
55,45,0.375,40
55,5,0.625,32
55,45,0,0
55,5,0,15
55,25,0.75,79
55,45,0.375,18
55,45,0.75,81
55,5,0.375,35
55,5,0.125,32
55,5,0.75,50
55,25,0.25,24
55,25,0.75,81
55,45,0.625,49
55,25,0.625,61
55,45,0.5,53
55,25,0.625,36
55,5,0.875,84
56,5,0.5,65
56,45,0.625,55
56,45,0,0
56,25,0,8
56,45,0.375,30
56,25,0.75,65
56,25,0,0
56,45,1,100
56,5,0.375,10
56,5,0.375,15
56,5,0.25,25
56,25,0.625,50
56,25,0.125,40
56,45,0.875,100
56,25,0.25,30
56,45,0.5,70
56,25,0.125,0
56,25,0.875,100
56,45,0.5,57
56,45,0.25,36
56,25,1,100
56,5,0.125,0
56,45,0.75,65
56,45,0.125,43
56,25,0,0
56,45,0.75,80
56,25,0.75,78
56,5,0.625,40
56,25,0.5,70
56,45,0.125,60
56,25,0.75,90
56,45,0.625,90
56,5,0.75,38
56,25,1,83
56,25,0.375,94
56,5,0,11
56,5,0,0
56,45,0.75,100
56,25,0.5,83
56,5,0.625,31
56,45,0.125,0
56,25,0.5,80
56,5,0.375,31
56,45,0.25,49
56,5,1,42
56,45,0.5,81
56,5,0.25,12
56,5,0.25,10
56,5,1,50
56,25,0.625,62
56,5,0.5,30
56,45,0.875,90
56,25,0.625,82
56,45,0.25,68
56,5,0.5,20
56,5,0.125,11
56,45,0,72
56,5,0.875,41
56,45,0,0
56,45,0.375,84
56,25,0.125,30
56,5,1,51
56,25,0.25,100
56,45,0.625,100
56,25,0.375,85
56,5,0.75,40
56,5,0.875,40
56,5,0.625,21
56,5,0,0
56,5,0.75,48
56,45,1,100
56,25,0.375,45
56,25,0.875,70
56,25,1,90
56,45,0.375,72
56,5,0.875,49
56,45,0.875,92
56,25,0.25,60
56,25,0.875,95
56,5,0.125,10
56,45,1,100
57,25,0.625,79
57,5,0,47
57,5,0.125,48
57,5,1,100
57,45,0.25,8
57,45,0.125,15
57,25,0,21
57,45,0.625,70
57,25,0.625,59
57,5,0.875,100
57,45,0.25,41
57,5,0.375,42
57,45,0.375,17
57,25,0.25,15
57,45,1,100
57,5,0.25,4
57,25,1,100
57,25,0.25,16
57,25,0.875,100
57,45,0.25,6
57,5,0.75,97
57,5,0.875,98
57,5,0.25,13
57,45,0.625,67
57,5,0.75,96
57,45,0,0
57,25,0.75,93
57,25,0.5,89
57,5,0.125,0
57,5,0.625,96
57,25,1,94
57,45,0.75,96
57,5,0,0
57,5,0.125,5
57,45,1,94
57,45,0,8
57,5,1,100
57,5,0.5,53
57,25,0.375,35
57,45,0.75,61
57,45,0.875,64
57,25,0.75,65
57,25,0.875,92
57,45,0.5,48
57,5,0.5,44
57,25,0.5,20
57,25,0,0
57,45,0.5,38
57,25,0.375,15
57,25,0.5,37
57,45,1,100
57,45,0,0
57,5,0.375,12
57,45,0.375,13
57,5,0,0
57,25,0.125,43
57,25,0.75,96
57,25,0.875,92
57,5,0.625,53
57,5,0.625,54
57,5,1,90
57,5,0.875,97
57,5,0.375,3
57,45,0.875,100
57,45,0.5,43
57,45,0.875,90
57,25,0.125,5
57,25,0.125,0
57,45,0.375,46
57,25,1,100
57,25,0.375,15
57,45,0.125,0
57,5,0.75,93
57,5,0.25,10
57,45,0.125,9
57,5,0.5,39
57,45,0.625,37
57,45,0.75,90
57,25,0.625,28
57,25,0,12
57,25,0.25,4
58,25,0.5,50
58,45,0.375,10
58,25,0,0
58,5,0.375,20
58,25,0.125,0
58,5,0.25,10
58,45,0,0
58,45,0.625,40
58,5,0.75,20
58,5,0.875,15
58,5,0.5,15
58,45,0.125,0
58,5,1,90
58,5,0.75,50
58,45,0.25,40
58,25,0.875,100
58,45,0.125,50
58,45,0.625,70
58,45,0,40
58,45,0.375,50
58,25,0.25,30
58,45,0.25,30
58,5,0.125,20
58,25,0.75,90
58,5,0,10
58,45,0.625,70
58,45,1,80
58,25,0.625,55
58,45,0.875,70
58,45,0.5,40
58,45,0,0
58,25,1,100
58,5,0.375,90
58,45,0.75,68
58,25,0.625,80
58,5,0,0
58,25,0.5,40
58,5,0,0
58,5,0.75,80
58,25,0.75,65
58,5,0.625,60
58,5,0.25,10
58,25,0.25,40
58,25,1,70
58,45,1,100
58,45,0.25,23
58,45,0.75,78
58,5,0.125,10
58,25,0.75,40
58,5,0.5,20
58,5,0.125,0
58,5,0.625,20
58,25,0.875,60
58,25,0.375,62
58,5,0.25,0
58,45,0.875,100
58,5,0.375,10
58,5,1,50
58,45,0.75,55
58,25,1,100
58,25,0.25,41
58,45,0.125,30
58,25,0.125,40
58,25,0.5,40
58,5,0.625,40
58,5,1,25
58,25,0.125,15
58,25,0,20
58,45,1,43
58,5,0.875,40
58,25,0.375,42
58,45,0.375,40
58,45,0.875,40
58,45,0.5,40
58,5,0.5,20
58,25,0.875,20
58,25,0,0
58,25,0.375,30
58,45,0.5,25
58,25,0.625,20
58,5,0.875,20
59,45,0.25,40
59,25,0.125,15
59,25,0.875,80
59,25,0.125,30
59,25,0.75,60
59,45,0.125,13
59,5,0.125,20
59,25,0.5,25
59,25,0.25,40
59,45,0.875,100
59,5,0.375,60
59,5,0.875,80
59,5,0.75,100
59,45,0.25,10
59,5,0,0
59,25,0.25,10
59,5,0.625,80
59,25,0.875,100
59,5,1,80
59,45,0.125,20
59,45,0,15
59,5,0.125,20
59,5,0.875,80
59,5,0.875,100
59,5,1,100
59,45,0.5,60
59,25,0.5,50
59,5,0.25,20
59,25,1,100
59,25,1,85
59,45,0.875,81
59,45,0.625,85
59,25,0.25,30
59,5,0.625,60
59,25,0.75,92
59,45,0.5,55
59,25,0.625,68
59,5,0.375,20
59,25,0.625,55
59,25,0,0
59,45,0.25,41
59,25,0,15
59,5,0.5,40
59,45,0,0
59,25,0.625,80
59,25,0,0
59,25,1,100
59,5,0.5,60
59,45,0.375,35
59,45,0.75,77
59,45,0.75,65
59,5,1,100
59,45,0,0
59,45,1,90
59,5,0.375,40
59,45,0.375,45
59,45,0.75,92
59,25,0.375,31
59,5,0.5,60
59,5,0.125,0
59,25,0.5,70
59,45,0.375,15
59,25,0.375,50
59,5,0.25,20
59,5,0,0
59,45,0.625,80
59,5,0,20
59,45,0.875,92
59,25,0.75,90
59,45,1,100
59,5,0.75,80
59,45,0.125,0
59,45,0.5,40
59,5,0.75,60
59,5,0.25,40
59,25,0.875,90
59,25,0.375,20
59,25,0.125,0
59,5,0.625,40
59,45,0.625,40
59,45,1,100
60,25,0,20
60,5,0.5,60
60,45,0.375,35
60,45,0,2
60,5,1,97
60,45,1,99
60,45,0.375,60
60,5,0.875,91
60,25,0.125,5
60,5,0.375,30
60,45,0.125,20
60,45,0,20
60,25,0.875,90
60,45,0.75,60
60,5,0.875,80
60,5,0.125,15
60,25,0.125,20
60,45,0,15
60,5,0.25,20
60,25,0.25,39
60,25,1,80
60,5,1,80
60,5,1,98
60,45,0.25,25
60,25,1,98
60,5,0.625,91
60,25,0.25,30
60,25,1,98
60,25,0,3
60,25,0.625,85
60,25,0,4
60,45,0.375,10
60,5,0.625,51
60,25,0.25,10
60,5,0.625,60
60,25,0.625,55
60,5,0,25
60,5,0.375,35
60,5,0.375,55
60,25,0.375,60
60,5,0.125,3
60,5,0.75,85
60,25,0.125,21
60,45,0.75,96
60,5,0.5,63
60,45,0.625,44
60,45,0.875,90
60,25,0.75,85
60,25,0.5,60
60,45,1,90
60,5,0,10
60,25,0.625,82
60,5,0,5
60,25,0.75,92
60,5,0.5,41
60,5,0.875,75
60,45,0.625,60
60,45,1,95
60,25,0.875,96
60,5,0.25,60
60,45,0.125,25
60,25,0.375,16
60,45,0.125,11
60,45,0.25,8
60,45,0.625,82
60,5,0.125,20
60,25,0.75,65
60,5,0.25,59
60,45,0.875,75
60,25,0.375,22
60,45,0.5,29
60,45,0.5,60
60,45,0.5,80
60,45,0.875,98
60,5,0.75,91
60,45,0.25,39
60,5,0.75,58
60,25,0.5,20
60,25,0.875,85
60,25,0.5,84
60,45,0.75,92
61,5,0.75,100
61,45,0.125,0
61,25,0.75,80
61,45,0,0
61,25,1,100
61,25,0.25,57
61,45,0.75,89
61,25,0.25,43
61,5,0.625,50
61,25,0.75,58
61,5,0.625,40
61,25,0,16
61,45,0.875,84
61,45,1,100
61,45,0.75,49
61,25,0.375,55
61,45,0.375,52
61,45,0.25,41
61,25,0.125,15
61,5,0.75,60
61,5,1,100
61,5,0.25,40
61,25,0.375,38
61,25,0.5,36
61,45,0.125,12
61,5,0.875,80
61,25,0.625,64
61,5,0,20
61,25,1,76
61,5,1,80
61,5,0.25,20
61,45,0.5,64
61,5,0.875,80
61,5,1,100
61,25,0.625,35
61,45,0.375,58
61,5,0,0
61,5,0.125,20
61,45,0.375,23
61,45,0.25,12
61,5,0.75,80
61,5,0.375,40
61,25,0.75,92
61,45,0.875,76
61,5,0.25,20
61,45,0.125,33
61,45,0.5,36
61,25,0.875,77
61,5,0.5,40
61,45,1,66
61,25,0.875,88
61,45,0.625,47
61,5,0.125,0
61,5,0.375,60
61,5,0,0
61,45,0.75,75
61,5,0.625,80
61,25,0,0
61,25,0,0
61,45,0.625,77
61,25,1,100
61,45,0.875,100
61,25,0.5,71
61,25,0.625,76
61,5,0.5,60
61,45,0,0
61,25,0.125,0
61,45,0.5,50
61,25,0.125,32
61,25,0.25,27
61,5,0.375,20
61,45,0,31
61,45,0.25,39
61,5,0.125,20
61,5,0.5,60
61,25,0.375,25
61,5,0.875,100
61,45,1,100
61,45,0.625,60
61,25,0.5,46
61,25,0.875,100
62,45,0.875,89
62,5,0.125,34
62,45,0.375,61
62,45,0.5,74
62,25,0.125,25
62,5,0.875,62
62,45,0.375,36
62,25,0.75,77
62,45,0,14
62,45,0.75,84
62,45,0.625,64
62,5,0,32
62,5,0.375,49
62,25,0,23
62,5,0.625,72
62,5,0.875,75
62,45,0.75,85
62,5,0.375,37
62,45,0.375,20
62,25,1,13
62,45,0.125,15
62,45,0.5,43
62,25,0.25,42
62,25,0.875,92
62,25,0.125,11
62,45,1,91
62,5,0.5,52
62,5,0,35
62,45,0.75,61
62,45,0.625,57
62,25,1,81
62,25,0.375,49
62,45,0,91
62,25,0.875,90
62,25,0.375,74
62,25,0.375,14
62,45,0.625,75
62,25,0.625,77
62,45,0.125,19
62,5,0.875,69
62,25,0.25,32
62,45,0.875,86
62,45,0.25,50
62,45,0.5,36
62,5,0.75,69
62,45,0.25,23
62,25,0.25,19
62,5,0.75,55
62,5,1,54
62,45,0.125,15
62,25,1,90
62,45,1,88
62,5,0.25,45
62,5,0.5,49
62,25,0.625,50
62,25,0,12
62,5,0.125,37
62,25,0.5,31
62,5,0.5,57
62,25,0.5,60
62,25,0.875,74
62,5,0.625,50
62,5,1,55
62,25,0.625,73
62,25,0.75,83
62,45,0,11
62,5,1,59
62,45,0.875,72
62,5,0.375,50
62,25,0.5,49
62,25,0,12
62,25,0.75,60
62,5,0.25,46
62,45,1,84
62,5,0.75,56
62,5,0.125,43
62,45,0.25,30
62,5,0,44
62,5,0.625,50
62,5,0.25,47
62,25,0.125,22
63,45,1,40
63,25,0.875,33
63,45,0.25,16
63,45,0.875,36
63,25,0,0
63,5,0.625,3
63,25,0.5,18
63,25,0.375,13
63,45,0.625,25
63,5,0,1
63,5,0.75,4
63,45,0.5,26
63,5,0.375,2
63,25,0.75,18
63,45,0.375,22
63,25,0.5,12
63,25,0.625,16
63,25,0.125,8
63,5,0.5,3
63,45,0,0
63,45,0.125,6
63,45,0.5,19
63,25,0.25,3
63,5,0.875,3
63,45,0.125,12
63,5,0.5,2
63,5,0.125,1
63,25,0.75,23
63,25,0.75,17
63,5,1,4
63,5,0.5,3
63,5,0.625,2
63,45,0.375,10
63,25,0.875,20
63,45,0.75,30
63,25,0,4
63,25,0.5,9
63,45,0.625,27
63,25,0.375,9
63,5,1,5
63,5,0.75,3
63,5,0.25,1
63,5,0.125,0
63,5,0.875,5
63,5,0.875,4
63,45,0.375,16
63,25,0.125,3
63,45,0.75,14
63,45,0.25,19
63,5,0.75,6
63,45,1,60
63,45,0.625,21
63,5,0,0
63,45,0,0
63,25,0.625,14
63,25,1,23
63,25,0.125,0
63,25,0.875,22
63,25,0.375,13
63,5,0.625,4
63,45,0,7
63,45,0.125,0
63,5,0.375,1
63,45,0.75,34
63,45,0.875,100
63,5,0,0
63,5,0.125,1
63,45,0.875,30
63,5,0.25,1
63,5,0.375,3
63,25,0.625,14
63,45,1,38
63,5,1,5
63,25,0.25,24
63,25,0.25,9
63,5,0.25,2
63,45,0.5,19
63,25,1,24
63,25,0,0
63,45,0.25,5
63,25,1,35
64,5,0.125,5
64,25,0.75,58
64,25,0.625,74
64,45,0.875,98
64,45,0.5,75
64,5,0.375,45
64,45,0,30
64,25,0.5,45
64,5,1,92
64,5,0,8
64,45,0.75,90
64,45,0.875,82
64,25,1,94
64,25,0.125,24
64,5,0.875,80
64,45,0.5,25
64,25,0.875,82
64,25,0.375,40
64,5,0.5,55
64,45,0.125,15
64,25,0.75,90
64,5,0.625,45
64,45,0.625,60
64,45,0.625,50
64,45,1,82
64,45,0.375,25
64,45,1,92
64,45,0.25,25
64,5,0,12
64,25,0.375,25
64,45,0,5
64,25,0.625,50
64,5,0.75,55
64,25,0,7
64,5,0.125,15
64,45,0.875,80
64,5,0.375,15
64,45,0,6
64,45,0.375,65
64,25,0,13
64,25,0.875,75
64,45,0.75,72
64,5,0.875,80
64,45,0.125,28
64,5,0.75,90
64,45,0.75,78
64,5,0.5,45
64,45,0.375,42
64,25,0.375,50
64,25,0.125,25
64,25,1,88
64,5,0.625,55
64,45,0.25,34
64,5,0.125,15
64,5,0.25,15
64,45,0.25,28
64,5,0.5,65
64,25,0,20
64,5,0.75,75
64,5,0.25,20
64,25,0.125,8
64,25,0.5,28
64,25,0.25,28
64,25,0.5,60
64,25,0.25,30
64,45,0.5,65
64,5,1,82
64,25,0.75,75
64,45,0.625,72
64,25,0.875,92
64,45,1,95
64,45,0.125,5
64,5,0.375,60
64,5,1,94
64,25,0.25,12
64,25,0.625,78
64,5,0.25,18
64,25,1,84
64,5,0.875,88
64,5,0.625,88
64,5,0,13
65,45,0.625,81
65,45,1,70
65,25,0.5,53
65,45,0.875,88
65,25,1,100
65,25,0.75,87
65,45,0.375,20
65,25,0.75,98
65,45,0.125,12
65,25,0,0
65,25,0.875,84
65,25,0.625,94
65,25,1,100
65,5,0.875,50
65,25,0.375,35
65,45,1,28
65,45,0.625,50
65,45,0.25,22
65,25,0.625,22
65,45,0.25,50
65,5,0.25,59
65,5,0,59
65,5,0.5,67
65,45,0.625,60
65,5,0,62
65,5,1,43
65,25,0.875,86
65,25,1,83
65,45,0.75,62
65,5,0.375,62
65,5,0,0
65,5,1,50
65,25,0.125,41
65,5,0.625,41
65,5,0.125,0
65,45,0.75,50
65,45,0.5,48
65,25,0.5,53
65,45,0.125,53
65,45,0.375,53
65,5,0.125,1
65,25,0.25,53
65,45,0,0
65,5,0.125,1
65,25,0.125,0
65,45,0.375,23
65,5,0.5,1
65,25,0.875,22
65,25,0.625,53
65,5,0.75,12
65,5,0.625,20
65,45,0.25,35
65,5,0.5,31
65,45,0.125,6
65,5,0.375,4
65,45,0.5,56
65,45,0.875,85
65,25,0.5,52
65,5,0.75,2
65,25,0.125,14
65,45,0.875,71
65,45,0,0
65,5,0.75,6
65,45,0.5,33
65,25,0,57
65,5,0.375,73
65,5,0.25,32
65,5,0.875,32
65,5,0.875,38
65,25,0.375,60
65,25,0,0
65,5,0.25,2
65,25,0.375,3
65,45,0,13
65,25,0.25,13
65,45,0.75,22
65,5,1,6
65,5,0.625,3
65,25,0.25,3
65,45,1,11
65,25,0.75,24
66,5,0.75,100
66,5,1,75
66,45,1,100
66,45,0.625,80
66,25,1,94
66,45,0.375,10
66,25,0.625,57
66,45,0.875,91
66,25,0.5,56
66,5,0.125,10
66,25,0.75,77
66,5,0.625,86
66,25,0.125,12
66,25,0.125,12
66,5,0.875,80
66,5,0,34
66,25,0,2
66,45,0.125,1
66,5,0.75,66
66,5,0.25,67
66,25,0.5,50
66,45,0.25,22
66,5,0.75,66
66,5,0.25,59
66,5,1,84
66,5,0,40
66,5,0.5,66
66,25,0.625,62
66,5,0.125,30
66,45,0.375,53
66,45,0,30
66,45,0.875,71
66,45,0.5,68
66,5,0.375,15
66,25,0.75,24
66,45,0.25,10
66,45,0.75,81
66,45,0.875,90
66,5,0.5,71
66,45,0.375,64
66,5,0.125,71
66,45,0.125,73
66,25,0.875,85
66,25,0.5,87
66,25,0.25,69
66,5,0.375,37
66,25,0.875,35
66,5,1,60
66,45,0.5,61
66,25,0.125,35
66,45,0.75,66
66,45,0,37
66,45,0.625,45
66,25,0.625,83
66,5,0.375,52
66,25,0.375,36
66,45,1,83
66,5,0,83
66,25,0,11
66,5,0.875,65
66,25,0.875,64
66,45,0.5,38
66,5,0.5,61
66,5,0.25,18
66,45,0.625,82
66,25,1,89
66,25,0.75,76
66,45,0,14
66,25,0,71
66,25,0.375,67
66,25,1,87
66,5,0.875,90
66,45,0.125,32
66,45,1,40
66,25,0.25,70
66,25,0.375,72
66,45,0.75,64
66,25,0.25,69
66,5,0.625,60
66,5,0.625,68
66,45,0.25,41
67,45,0.5,7
67,45,0.25,4
67,5,0.125,1
67,25,0,0
67,25,0.75,8
67,45,0.625,8
67,25,0.125,0
67,25,0.625,5
67,5,0.125,1
67,45,0.625,5
67,45,0.875,9
67,5,0.875,1
67,25,0.125,3
67,45,0.375,7
67,5,0.125,0
67,25,0.375,6
67,25,0.25,4
67,5,0.625,1
67,5,0,1
67,45,1,100
67,5,1,5
67,45,0.75,10
67,5,0.625,1
67,45,0.125,0
67,5,0.375,1
67,25,1,8
67,25,0,2
67,5,1,1
67,45,0.375,5
67,45,0.625,7
67,5,0.25,0
67,25,0.75,6
67,5,0.5,1
67,45,0.25,11
67,5,0.25,2
67,45,1,100
67,25,1,100
67,5,0,0
67,45,0.75,53
67,5,0.75,2
67,5,0.625,1
67,45,0,0
67,5,0.875,1
67,25,0.875,9
67,25,0.625,8
67,45,1,8
67,45,0.5,10
67,25,0.125,3
67,5,0.75,5
67,25,0.625,12
67,5,1,5
67,45,0.375,10
67,25,1,15
67,45,0.125,6
67,5,0.5,3
67,5,0.5,3
67,25,0.25,3
67,25,0.375,12
67,25,0,0
67,45,0.875,71
67,5,0.375,1
67,5,0.875,5
67,45,0.875,39
67,45,0.25,5
67,45,0,0
67,25,0.875,19
67,25,0.5,9
67,25,0.5,13
67,45,0,7
67,45,0.5,27
67,25,0.75,28
67,25,0.875,20
67,5,0,0
67,45,0.125,12
67,5,0.25,5
67,25,0.375,6
67,45,0.75,43
67,5,0.375,2
67,25,0.5,16
67,25,0.25,6
67,5,0.75,5
68,45,0.5,70
68,25,0,2
68,5,0,20
68,25,1,95
68,25,0.875,90
68,5,1,80
68,5,0.625,65
68,5,0.625,80
68,45,0.125,5
68,25,0.375,20
68,25,0.75,85
68,45,0.25,15
68,5,0,5
68,5,0.375,30
68,5,0.125,20
68,5,1,80
68,45,0.125,25
68,5,0.5,66
68,5,0.25,35
68,45,0.625,65
68,25,0.375,40
68,45,0,22
68,5,0.875,85
68,45,1,90
68,25,0,10
68,45,0,10
68,5,0,20
68,45,1,93
68,45,0.75,60
68,45,0.125,40
68,5,0.375,70
68,5,0.375,30
68,5,0.875,75
68,25,0.75,60
68,5,0.25,28
68,25,0,30
68,45,0.5,50
68,25,0.375,50
68,45,0.5,40
68,25,0.75,80
68,5,0.75,80
68,25,0.5,41
68,25,0.25,45
68,25,0.25,35
68,45,0.25,35
68,5,0.125,30
68,25,1,75
68,25,0.125,10
68,45,1,82
68,5,0.5,70
68,25,0.25,28
68,25,0.5,61
68,45,0.75,88
68,25,0.125,35
68,25,1,95
68,5,1,86
68,45,0.875,85
68,5,0.875,79
68,45,0.375,58
68,5,0.125,20
68,25,0.5,52
68,5,0.5,40
68,45,0.875,75
68,45,0,7
68,45,0.625,86
68,25,0.625,60
68,5,0.625,50
68,25,0.875,92
68,5,0.25,20
68,45,0.375,24
68,45,0.625,50
68,25,0.875,88
68,45,0.375,47
68,25,0.625,50
68,45,0.875,92
68,45,0.75,78
68,5,0.75,77
68,25,0.625,60
68,5,0.75,75
68,25,0.125,29
68,45,0.25,48
69,5,0,20
69,5,1,80
69,45,0.375,42
69,5,0.5,60
69,25,0.25,25
69,45,0.75,90
69,45,0.5,45
69,45,0.75,60
69,25,0.375,52
69,25,0.25,42
69,45,1,100
69,45,0.125,13
69,45,0,16
69,25,0.125,11
69,5,0.5,40
69,5,0.875,100
69,45,0.625,53
69,25,0.625,48
69,5,0.125,20
69,45,0,0
69,25,0.75,74
69,5,0.875,80
69,25,0.5,52
69,45,0.125,25
69,45,0.125,0
69,25,0.875,87
69,25,0.875,72
69,25,0,16
69,25,0.75,92
69,5,0.5,60
69,5,0.75,80
69,45,1,100
69,45,0.5,39
69,25,0,0
69,45,0.25,11
69,5,0,0
69,45,0.75,76
69,25,0.625,75
69,25,0.125,29
69,25,1,100
69,5,1,100
69,45,0.25,27
69,5,1,100
69,25,0.75,60
69,45,0.375,50
69,5,0.625,80
69,45,0.875,100
69,25,0.25,11
69,5,0.25,20
69,45,0.625,63
69,5,0.75,100
69,5,0.125,0
69,5,0.75,60
69,5,0.25,40
69,25,0.625,64
69,25,1,68
69,25,1,100
69,45,0.875,87
69,25,0,0
69,45,1,62
69,25,0.375,19
69,5,0.875,80
69,5,0.375,40
69,5,0,0
69,5,0.125,20
69,25,0.375,36
69,5,0.25,20
69,45,0.875,70
69,45,0.25,40
69,25,0.5,36
69,45,0.375,24
69,5,0.375,20
69,45,0.625,79
69,45,0,0
69,25,0.875,100
69,5,0.625,60
69,5,0.625,40
69,25,0.5,64
69,25,0.125,0
69,45,0.5,63
69,5,0.375,60
70,5,1,40
70,45,0,70
70,25,0.25,30
70,25,1,90
70,25,0.125,30
70,45,0,0
70,5,0,0
70,5,0.25,10
70,45,0.75,45
70,5,0.875,40
70,25,0,40
70,45,0.75,85
70,45,0.375,90
70,45,0.625,70
70,45,0.25,20
70,25,0.25,60
70,5,0.375,20
70,45,0.125,75
70,25,0.5,90
70,25,0.25,80
70,25,0.375,55
70,5,0.375,40
70,25,0.75,40
70,45,0,0
70,5,0.75,30
70,5,0.5,30
70,5,0.625,30
70,45,0.75,90
70,5,0.875,50
70,25,1,90
70,45,0.875,100
70,5,1,60
70,5,0.125,46
70,5,0.25,36
70,5,0.5,30
70,45,1,100
70,25,0.875,61
70,25,0.625,80
70,5,0,58
70,25,0.125,0
70,25,0.125,50
70,5,0.375,20
70,45,0.375,65
70,45,0.375,70
70,25,0.75,96
70,25,0.75,90
70,45,0.625,87
70,25,0.875,100
70,5,0.625,50
70,25,0,0
70,45,0.125,60
70,5,0.75,50
70,5,1,80
70,25,0.375,83
70,5,0.875,100
70,25,0.625,90
70,5,0.625,40
70,45,1,100
70,25,0.625,74
70,5,0.125,10
70,45,0.5,60
70,45,0.25,40
70,45,0.125,0
70,45,0.5,80
70,25,0.375,38
70,45,0.5,55
70,5,0.5,30
70,45,0.25,35
70,5,0.125,0
70,5,0.75,53
70,45,0.625,95
70,25,1,89
70,45,0.875,94
70,45,0.875,84
70,5,0.25,20
70,45,1,90
70,5,0,15
70,25,0,0
70,25,0.5,75
70,25,0.5,72
70,25,0.875,77
71,5,0.125,0
71,25,0.625,60
71,25,0.375,54
71,5,1,97
71,45,1,100
71,25,0,5
71,45,0.5,33
71,25,0.75,62
71,5,0.375,57
71,25,0.75,85
71,5,0.25,42
71,25,0.875,70
71,5,0.5,43
71,45,0.625,54
71,45,0,24
71,25,0.5,65
71,5,0.625,55
71,45,0.875,12
71,5,0,20
71,25,0.125,22
71,45,1,100
71,45,0.75,63
71,25,0.25,50
71,45,0.25,30
71,5,0.375,31
71,5,0.5,58
71,5,0.125,23
71,45,0.625,70
71,25,0.375,33
71,45,0.125,0
71,45,0.5,63
71,45,0,0
71,25,0.125,7
71,45,0.125,10
71,5,1,76
71,5,0.375,47
71,5,0.625,69
71,5,0.75,89
71,45,0.375,38
71,25,0.125,0
71,25,0.25,49
71,45,0.125,30
71,25,0.875,100
71,5,0.125,56
71,25,0.25,12
71,45,0.75,90
71,25,0.5,50
71,45,0.875,100
71,5,0,57
71,5,0.25,44
71,25,0.625,52
71,5,0.625,46
71,45,0,0
71,5,0.875,92
71,25,0.875,88
71,5,0.875,80
71,25,0.625,75
71,45,0.375,52
71,45,0.75,76
71,45,0.5,50
71,45,0.25,40
71,25,0.375,30
71,5,0.75,66
71,45,1,88
71,45,0.875,64
71,25,1,78
71,5,1,80
71,25,1,97
71,5,0,15
71,25,1,98
71,5,0.75,60
71,45,0.625,65
71,25,0.75,72
71,5,0.25,40
71,5,0.875,70
71,25,0,2
71,45,0.25,15
71,45,0.375,42
71,25,0.5,40
71,25,0,60
71,5,0.5,56
72,25,0.375,90
72,45,0.5,77
72,5,0.125,0
72,45,0.875,83
72,45,0.25,90
72,45,0.75,96
72,25,0,0
72,25,0.875,60
72,45,0,0
72,25,0,0
72,25,0.625,71
72,25,1,92
72,45,0.75,87
72,5,0.25,95
72,45,0.875,100
72,5,0.5,10
72,25,0.875,100
72,45,0.375,30
72,25,0.75,71
72,45,0.375,50
72,5,0.125,5
72,45,0.625,88
72,5,0.5,90
72,25,0.75,90
72,45,1,71
72,45,0.75,56
72,45,0.125,20
72,25,0.5,50
72,5,0.75,100
72,5,0.75,95
72,5,0.875,100
72,25,0,20
72,5,0,0
72,45,0.25,50
72,25,1,100
72,45,0.375,50
72,25,0.5,50
72,5,0.75,60
72,25,0.625,61
72,45,0.25,36
72,5,0.625,55
72,5,0.875,95
72,5,0.375,5
72,45,0.125,0
72,25,1,97
72,5,1,100
72,5,0.5,55
72,5,0.25,33
72,5,1,83
72,25,0.125,0
72,25,0.5,50
72,45,1,100
72,25,0.375,31
72,5,0.875,95
72,5,0,0
72,25,0.125,7
72,25,0.375,50
72,25,0.25,27
72,5,0.125,28
72,25,0.875,85
72,5,0.625,95
72,25,0.625,50
72,5,0,5
72,45,0.875,64
72,45,0,20
72,25,0.25,15
72,45,1,100
72,25,0.75,55
72,45,0.5,40
72,45,0,0
72,5,1,100
72,45,0.625,60
72,45,0.625,50
72,45,0.5,40
72,25,0.25,40
72,25,0.125,40
72,5,0.25,10
72,45,0.125,31
72,5,0.625,34
72,5,0.375,55
72,5,0.375,45
73,25,0,17
73,45,1,100
73,5,0.625,80
73,25,0.625,64
73,5,0.25,20
73,25,0.25,26
73,45,0.625,42
73,5,0.625,30
73,45,0.875,100
73,5,0,37
73,25,0.25,16
73,25,0.875,98
73,5,0.375,50
73,5,0.375,33
73,25,0,0
73,45,0.375,45
73,45,0.5,66
73,45,0.875,79
73,45,0.625,68
