sID,nTotal,true_ratio,estimate
19,45,0.375,24
19,45,0.375,57
19,25,0.25,15
19,45,0.875,100
19,25,0.625,38
19,25,0.125,8
19,45,0.125,0
19,25,0.625,69
19,5,0.875,80
19,45,0.25,12
19,5,0.25,20
19,25,0.375,24
19,25,0.875,70
19,5,1,100
19,25,0.375,43
19,5,0,1
19,5,0.125,20
19,25,0.125,29
19,5,0.125,0
19,45,1,90
19,45,0.625,89
19,45,0.5,34
19,25,0.75,61
19,45,0.625,65
19,25,0.125,1
19,45,0.25,17
19,45,0,21
19,45,0.125,27
19,45,0.625,52
19,5,0.25,20
19,25,0.75,75
19,25,0,0
19,25,1,100
19,5,0.75,60
19,5,0.25,40
19,25,0.5,53
19,5,0.625,60
19,25,0.625,60
19,45,0.875,73
19,5,0,0
19,45,1,100
19,25,0.875,100
19,5,0.875,80
19,5,0.625,80
19,5,0.5,60
19,5,0.375,40
19,25,0.5,69
19,45,0.75,86
19,45,0.25,43
19,45,1,99
19,45,0.375,25
19,5,0.75,100
19,25,0.25,36
19,25,1,90
19,5,0.5,60
19,45,0,0
19,45,0.875,89
19,45,0,0
19,5,1,80
19,25,0.75,91
19,5,0.375,63
19,5,0.375,17
19,5,0.125,25
19,25,0,31
19,5,0.5,25
19,45,0.5,66
19,25,0.5,17
19,5,0.625,41
19,25,0.875,67
19,45,0.125,33
19,25,1,100
19,45,0.5,52
19,5,1,95
19,5,0.875,97
19,45,0.75,65
19,25,0,4
19,5,0,21
20,25,0.375,60
20,5,0.5,65
20,25,1,80
20,25,0.625,76
20,25,0.75,95
20,25,0.375,28
20,45,0.625,63
20,45,0.125,16
20,5,0.75,93
20,5,0.375,51
20,5,1,86
20,25,0.125,27
20,25,0.75,78
20,25,0.5,56
20,5,0.125,3
20,45,0.5,61
20,45,0.625,83
20,25,0.875,97
20,45,0,2
20,25,0.125,10
20,5,0.625,42
20,45,0.75,90
20,45,0.875,97
20,45,0.5,41
20,5,0.125,14
20,25,0.25,20
20,45,1,77
20,25,1,97
20,5,0.5,70
20,45,0.25,9
20,5,0.875,97
20,25,0.875,77
20,25,1,98
20,25,0.375,18
20,45,1,96
20,25,0.125,17
20,45,0.75,57
20,45,0.375,57
20,45,1,97
20,5,0.875,95
20,5,0.625,73
20,25,0,3
20,5,0,9
20,45,0.125,23
20,5,0,5
20,25,0.75,81
20,25,0.875,81
20,45,0.75,89
20,45,0.125,3
20,25,0.625,77
20,5,0.875,88
20,5,0.25,11
20,25,0.5,61
20,5,0.375,40
20,25,0,3
20,45,0.875,88
20,5,0.625,68
20,45,0.25,14
20,5,1,32
20,45,0.375,35
20,25,0.625,48
20,45,0.875,73
20,5,0.25,12
20,25,0.25,17
20,5,0,17
20,5,0.5,44
20,45,0.25,41
20,5,0.75,96
20,5,1,97
20,45,0.375,9
20,25,0.5,50
20,5,0.25,41
20,5,0.75,63
20,25,0,22
20,25,0.25,30
20,45,0,23
20,5,0.375,50
20,45,0.625,36
20,5,0.125,36
20,45,0.5,49
20,45,0,3
21,45,0.875,40
21,25,1,35
21,25,0,8
21,45,0.125,10
21,25,0.25,12
21,45,1,28
21,25,0.5,15
21,25,0,5
21,25,1,33
21,5,0,7
21,5,0.625,7
21,25,0.25,10
21,25,0.125,11
21,5,0.5,4
21,25,0.375,6
21,45,0.5,26
21,25,0.5,10
21,25,0.25,4
21,5,0.875,6
21,5,0.5,11
21,5,0.375,2
21,25,0.75,28
21,45,0.25,6
21,5,0.125,2
21,45,0.625,22
21,5,0.25,2
21,45,0.125,2
21,5,0.375,4
21,25,0.75,15
21,45,0.5,17
21,25,0.125,4
21,25,0.625,17
21,45,0,7
21,25,0.625,11
21,5,0.125,2
21,45,0.25,12
21,5,1,6
21,5,0.5,6
21,5,0.25,2
21,25,0,1
21,25,0.75,10
21,5,1,10
21,25,0.875,29
21,45,0.625,33
21,25,0.125,7
21,45,0.75,27
21,5,0.25,7
21,45,0.375,16
21,5,0.875,8
21,45,0.25,25
21,45,0.5,34
21,25,0.5,20
21,45,0.625,32
21,5,0.625,6
21,5,0.125,4
21,25,0.375,17
21,5,1,9
21,5,0,12
21,5,0.75,11
21,5,0.75,11
21,25,1,27
21,25,0.875,31
21,25,0.375,17
21,25,0.625,26
21,45,1,42
21,45,0.375,53
21,5,0.875,24
21,45,0,11
21,5,0.375,8
21,5,0.625,8
21,45,1,63
21,45,0.125,38
21,45,0,14
21,45,0.375,40
21,45,0.875,82
21,5,0,11
21,45,0.75,61
21,5,0.75,16
21,45,0.875,83
21,45,0.75,74
21,25,0.875,74
22,45,1,81
22,25,0.5,57
22,45,1,90
22,5,0,17
22,45,0.625,72
22,45,0.75,69
22,25,0,7
22,5,0.875,80
22,25,0.875,93
22,5,0.25,19
22,25,0.375,15
22,25,0,15
22,25,0.375,46
22,5,0.125,6
22,45,0,2
22,25,0.375,35
22,25,0.125,4
22,45,0,18
22,5,0.875,92
22,25,0.5,44
22,45,0.625,42
22,5,0.375,67
22,5,1,95
22,25,0.625,70
22,25,0.5,58
22,25,0.875,79
22,45,0.875,97
22,45,0.875,85
22,5,0.875,83
22,25,0,3
22,45,0.75,90
22,45,0.5,35
22,25,0.75,58
22,25,1,95
22,45,0.375,21
22,5,0.75,86
22,45,0.25,13
22,45,0.25,23
22,45,1,84
22,45,0.5,45
22,5,0.5,68
22,5,0.75,90
22,25,0.75,83
22,45,0.125,19
22,5,0,12
22,5,0.125,17
22,5,0.25,36
22,5,0.125,20
22,45,0.125,27
22,45,0.25,22
22,25,1,93
22,5,0.375,35
22,5,0.625,36
22,25,0.625,50
22,45,0,5
22,5,0.5,39
22,5,0.75,67
22,45,0.375,22
22,25,0.125,33
22,25,0.75,85
22,25,0.25,15
22,45,0.375,58
22,5,0.5,73
22,45,0.875,82
22,25,1,83
22,5,0.625,67
22,45,0.625,77
22,5,0.625,84
22,5,1,92
22,5,1,84
22,25,0.125,16
22,45,0.75,82
22,25,0.25,33
22,5,0.375,16
22,25,0.875,92
22,25,0.625,88
22,45,0.125,7
22,5,0,13
22,5,0.25,16
22,25,0.25,21
22,45,0.5,61
23,45,0.875,80
23,5,0.25,40
23,5,1,20
23,45,1,95
23,5,0.625,40
23,5,0,0
23,45,0.875,100
23,45,0,5
23,25,0.125,0
23,45,0.625,70
23,5,0,20
23,25,0,0
23,5,0.75,80
23,5,0.375,60
23,5,0.875,80
23,25,0.25,45
23,5,0.625,80
23,25,0,0
23,45,0.875,95
23,25,0.75,95
23,45,0.75,90
23,45,0.625,90
23,25,0.75,65
23,25,0.75,85
23,45,1,100
23,25,0.875,90
23,5,0.875,100
23,5,0.5,60
23,5,1,100
23,45,0.5,25
23,25,0.5,55
23,25,0.625,70
23,25,1,100
23,25,0.375,85
23,25,0.375,26
23,5,0.25,20
23,45,0.5,50
23,25,1,100
23,45,0.75,64
23,45,0.75,94
23,45,0.25,7
23,45,0.125,17
23,5,0,0
23,5,0.125,0
23,45,0,0
23,45,0.125,0
23,5,0.375,40
23,25,0.625,65
23,25,0.875,84
23,25,0.875,100
23,25,0.125,5
23,45,0.125,5
23,45,0.625,40
23,25,0.25,9
23,25,0,20
23,45,0.375,50
23,45,0.25,33
23,5,0.625,60
23,5,0.75,60
23,45,0.375,20
23,25,0.125,25
23,25,0.5,30
23,25,0.5,46
23,45,0.375,45
23,5,0.125,20
23,45,0.25,10
23,25,1,7
23,45,0.5,29
23,45,0,100
23,5,0.375,20
23,25,0.25,10
23,5,0.5,60
23,5,0.75,100
23,25,0.375,8
23,45,1,100
23,5,0.125,20
23,25,0.625,33
23,5,0.875,80
23,5,1,100
23,5,0.5,40
23,5,0.25,20
24,5,0,0
24,25,1,30
24,5,0.625,4
24,45,0,40
24,5,0.25,3
24,5,0.75,3
24,5,0.5,3
24,5,0.375,2
24,45,0,0
24,25,0.25,1
24,45,0.875,44
24,5,0.25,1
24,45,0.625,36
24,45,0.125,0
24,45,0.625,25
24,5,0.125,1
24,25,0.375,5
24,45,1,42
24,45,0.375,18
24,25,0.25,10
24,25,0.5,13
24,25,0.5,16
24,25,0.125,0
24,45,0.5,24
24,25,0.5,9
24,25,0.625,22
24,25,0.375,6
24,5,0.375,3
24,5,0.5,3
24,45,0.25,11
24,5,0,1
24,45,0.125,6
24,45,0.75,38
24,25,0.125,3
24,5,0.25,1
24,25,0.625,12
24,45,0.25,5
24,25,0,0
24,5,0.875,4
24,25,0,4
24,45,0.25,18
24,45,0.75,36
24,5,0.5,3
24,25,1,27
24,45,0,7
24,5,1,4
24,25,0.75,15
24,25,0.125,7
24,5,0.75,5
24,5,0.75,4
24,5,0.625,3
24,5,0.125,0
24,25,0.875,18
24,45,0.875,36
24,25,0.375,13
24,5,1,5
24,25,1,23
24,45,0.5,30
24,45,0.125,12
24,5,1,5
24,45,0.625,22
24,45,1,68
24,5,0.375,1
24,45,0.375,16
24,5,0.625,2
24,5,0.125,1
24,5,0.875,5
24,45,0.5,16
24,45,0.875,33
24,5,0,0
24,25,0,0
24,45,1,55
24,5,0.875,4
24,25,0.625,16
24,25,0.25,6
24,25,0.75,24
24,45,0.375,28
24,25,0.875,26
24,45,0.75,27
24,25,0.875,23
24,25,0.75,19
25,45,0.5,40
25,5,0.875,55
25,25,0.875,70
25,25,0.75,60
25,5,0.25,45
25,45,0.5,50
25,45,0.625,55
25,25,0.75,75
25,5,0.875,85
25,25,0.125,30
25,5,0.625,55
25,45,0.75,75
25,45,0.375,45
25,25,0.375,60
25,5,0.375,45
25,5,1,85
25,45,0.625,55
25,45,1,75
25,25,1,95
25,5,0,25
25,5,1,60
25,45,0,30
25,25,0,10
25,25,0.25,15
25,45,0.375,50
25,45,0,5
25,25,0.75,60
25,45,0,5
25,25,0.125,20
25,25,0.625,55
25,5,0,25
25,45,1,95
25,25,0.5,55
25,25,1,85
25,45,0.125,10
25,45,0.75,85
25,25,1,80
25,45,0.75,70
25,5,0.625,45
25,5,0.75,70
25,5,0.25,50
25,5,0.625,55
25,5,0.5,60
25,5,0.875,60
25,5,1,70
25,5,0.125,30
25,45,0.875,65
25,5,0.375,60
25,25,0,10
25,25,0.625,60
25,45,0.25,25
25,45,0.5,50
25,5,0,30
25,25,0.5,40
25,45,1,95
25,45,0.625,70
25,25,0,20
25,45,0.25,40
25,25,0.375,45
25,25,0.5,60
25,45,0.875,75
25,25,0.25,15
25,5,0.5,45
25,5,0.5,65
25,5,0.75,55
25,25,0.875,65
25,45,0.25,45
25,45,0.125,25
25,25,0.25,45
25,45,0.375,35
25,45,0.125,20
25,25,0.625,70
25,5,0.125,40
25,45,0.875,95
25,25,0.375,40
25,25,0.125,5
25,5,0.25,45
25,5,0.375,30
25,25,0.875,95
25,5,0.75,75
25,5,0.125,45
26,5,0.5,60
26,5,0.625,40
26,45,0.5,54
26,25,0.75,70
26,45,0.625,72
26,45,0.875,78
26,25,0.375,20
26,45,0.375,27
26,5,0.625,51
26,45,0.625,37
26,5,0.25,42
26,45,1,100
26,45,0.625,28
26,45,0,19
26,5,0.875,93
26,5,0.375,46
26,5,0.375,47
26,25,1,97
26,25,1,89
26,45,0,0
26,25,0.75,52
26,5,0.5,45
26,45,0.75,55
26,5,0,30
26,25,0.5,42
26,25,0.625,65
26,5,0.125,60
26,25,0.75,25
26,45,0.25,21
26,25,0.5,50
26,45,0.5,63
26,5,1,78
26,25,0.625,68
26,45,0.125,7
26,45,0.875,65
26,45,0.25,62
26,5,0.625,59
26,45,1,77
26,25,0.25,33
26,25,0.125,26
26,45,0.125,33
26,25,0.375,34
26,5,0.75,86
26,45,0.375,40
26,25,0.125,42
26,5,0,18
26,5,0,16
26,5,0.875,67
26,5,0.75,67
26,45,0.5,42
26,5,0.125,42
26,25,0.25,31
26,5,1,84
26,5,0.25,63
26,45,0,5
26,45,0.25,26
26,25,0.5,47
26,5,0.125,15
26,25,0.625,28
26,5,0.25,39
26,45,0.75,77
26,25,0.875,85
26,45,0.75,78
26,45,1,93
26,5,0.5,73
26,25,0.875,87
26,45,0.375,53
26,45,0.875,87
26,5,0.875,76
26,5,0.375,58
26,25,0.125,17
26,25,0.25,60
26,25,0,62
26,25,1,76
26,45,0.125,20
26,5,0.75,40
26,25,0.875,70
26,25,0,55
26,25,0.375,55
26,5,1,55
26,25,0,16
27,25,1,24
27,25,0.125,75
27,25,0.5,55
27,25,0.75,58
27,45,0.25,33
27,5,0.125,20
27,5,0.875,100
27,5,0.75,80
27,5,1,100
27,25,0.375,10
27,45,0.875,81
27,25,0.75,81
27,5,1,80
27,45,0.375,17
27,45,0.875,89
27,5,0.375,20
27,45,0,18
27,5,0.5,60
27,45,0,0
27,25,0.375,46
27,45,1,80
27,45,0.5,27
27,5,0,0
27,25,0.875,75
27,5,0.625,60
27,25,0.25,30
27,25,0.25,60
27,45,0.625,47
27,25,0,0
27,5,0.25,40
27,45,0.25,6
27,25,0.5,68
27,5,0.875,80
27,25,0.25,33
27,5,0,20
27,5,0.625,80
27,5,0.25,20
27,5,0,0
27,5,0.125,20
27,25,0.75,68
27,45,0.125,10
27,5,0.375,80
27,45,0,0
27,25,0.125,10
27,5,0.75,80
27,25,1,100
27,5,0.625,40
27,25,0.875,91
27,45,0.75,93
27,5,0.875,80
27,25,0.625,81
27,5,0.125,0
27,45,0.375,53
27,25,0,5
27,25,1,86
27,5,1,100
27,5,0.375,40
27,5,0.5,40
27,45,0.25,14
27,45,0.75,83
27,25,0.625,66
27,45,0.875,100
27,45,0.375,41
27,45,1,100
27,25,0.5,31
27,45,0.625,80
27,45,0.5,54
27,45,0.625,76
27,25,0.125,24
27,5,0.25,20
27,45,0.125,0
27,45,0.75,57
27,25,0.375,29
27,5,0.75,80
27,5,0.5,60
27,25,0.625,46
27,45,1,100
27,25,0.875,100
27,45,0.5,69
27,25,0,0
27,45,0.125,16
28,5,0.125,20
28,45,0.25,41
28,5,0.5,60
28,25,0.5,65
28,5,0.125,20
28,25,0,10
28,5,0.75,80
28,5,0.25,40
28,45,1,87
28,45,0.75,93
28,5,0.375,20
28,45,0.75,56
28,5,0.25,20
28,5,1,98
28,45,0.125,41
28,5,0.25,18
28,25,0.75,85
28,45,0.25,10
28,25,1,99
28,25,0.625,53
28,5,0,16
28,25,0.25,47
28,45,0.75,83
28,45,0.625,57
28,45,0.375,17
28,5,0.5,83
28,25,0,1
28,5,0.875,86
28,25,0.125,6
28,45,0.375,23
28,25,0.875,77
28,25,0.875,91
28,5,0.625,38
28,25,0.625,50
28,45,0.625,82
28,5,0,1
28,45,0.25,15
28,25,0.875,98
28,25,0.625,88
28,5,0.625,82
28,45,0.625,59
28,45,1,100
28,25,0.125,13
28,5,0,9
28,25,1,97
28,45,0.125,10
28,25,0,5
28,5,1,87
28,25,0.75,86
28,25,0.5,46
28,45,0.5,42
28,25,0.25,26
28,45,0,0
28,25,0.75,53
28,45,0.125,0
28,25,0.125,10
28,25,0.375,50
28,5,0.375,60
28,45,0.5,68
28,45,0.375,53
28,5,0.625,60
28,45,0,3
28,25,0.375,46
28,5,0.375,40
28,45,0.875,95
28,25,0.25,12
28,5,0.5,40
28,45,0.5,36
28,5,0.125,16
28,5,0.75,84
28,5,1,80
28,25,0.5,21
28,45,0,30
28,45,0.875,85
28,5,0.75,60
28,45,0.875,82
28,5,0.875,94
28,45,1,99
28,25,1,91
28,25,0.375,12
28,5,0.875,80
29,45,0,15
29,5,0.125,5
29,25,1,100
29,5,0.875,85
29,45,0.5,73
29,5,0.375,31
29,25,0.125,1
29,25,0.5,25
29,45,0.625,49
29,45,0.375,55
29,45,0.5,58
29,25,0,26
29,5,0,10
29,25,0.625,87
29,45,0,0
29,25,0,0
29,5,0.625,39
29,5,0.125,20
29,45,0.125,27
29,45,1,100
29,5,0.625,85
29,25,0.75,69
29,5,0.125,0
29,5,0.5,60
29,45,0.875,90
29,25,0.75,75
29,45,0.375,40
29,5,0.25,41
29,25,0.875,100
29,5,0.25,15
29,5,1,86
29,5,0.25,18
29,45,0.25,14
29,25,0.25,43
29,45,0.875,64
29,5,0.875,100
29,5,0.75,65
29,45,0.75,75
29,5,0.5,56
29,25,0.125,16
29,45,0.625,77
29,45,0.625,63
29,25,0.625,57
29,25,0.875,74
29,5,0.75,100
29,45,0.25,19
29,25,1,84
29,5,0,0
29,5,0.625,64
29,45,0.125,0
29,25,0.25,10
29,5,1,100
29,5,0.375,62
29,45,0.875,100
29,45,1,100
29,5,0.875,80
29,45,1,88
29,25,0.375,39
29,5,0.5,59
29,45,0,0
29,25,0.375,56
29,25,0.375,35
29,5,0.75,79
29,45,0.75,68
29,45,0.25,60
29,45,0.5,37
29,25,0.75,93
29,25,0.5,65
29,25,0.125,42
29,45,0.375,20
29,5,0,0
29,25,0.625,58
29,45,0.75,85
29,5,1,100
29,25,0.875,81
29,25,0.5,62
29,25,0,0
29,25,0.25,31
29,25,1,70
29,45,0.125,14
29,5,0.375,16
30,45,0.625,80
30,5,0.625,80
30,25,0.375,50
30,45,0.25,30
30,5,0.75,60
30,45,0.5,60
30,25,0.25,24
30,25,0,20
30,5,1,100
30,25,0.375,60
30,5,0.5,60
30,25,0.25,20
30,45,0,0
30,5,0,0
30,45,0.25,40
30,45,0.875,90
30,25,0.75,90
30,45,0.25,20
30,45,0.375,70
30,45,0.875,100
30,45,1,80
30,25,1,100
30,25,0.625,50
30,5,0.25,20
30,25,0,10
30,25,0.5,40
30,45,1,100
30,25,0.875,80
30,45,0.75,50
30,25,0.125,20
30,5,0,0
30,45,0,0
30,25,0.125,30
30,5,0.125,10
30,25,0.375,20
30,5,0.625,40
30,45,0.75,70
30,45,0.625,80
30,45,0.5,40
30,5,0.375,50
30,45,0.125,5
30,45,0.875,50
30,5,0.25,10
30,25,0,0
30,25,0.25,40
30,5,0.375,60
30,25,1,100
30,45,0.125,30
30,5,0.625,60
30,25,0.5,60
30,5,0.75,100
30,25,0.625,70
30,5,0.75,80
30,5,0.5,40
30,25,0.125,0
30,45,0.75,90
30,5,1,80
30,25,0.75,80
30,25,1,90
30,45,0.125,20
30,45,1,100
30,5,0.125,20
30,5,0.375,40
30,25,0.5,50
30,5,0.125,20
30,5,0.875,80
30,25,0.75,50
30,5,0,20
30,5,0.25,40
30,45,0.375,30
30,45,0.625,50
30,45,0,10
30,45,0.5,60
30,5,0.875,80
30,25,0.625,50
30,5,0.875,100
30,5,1,100
30,25,0.875,100
30,5,0.5,60
30,25,0.875,70
30,45,0.375,40
31,25,0,30
31,25,0.25,40
31,25,0.625,54
31,25,0.125,29
31,5,0.625,52
31,5,0.5,51
31,25,0.5,60
31,45,0.375,36
31,5,0.375,47
31,5,0.25,47
31,5,1,53
31,5,0.125,44
31,5,0.75,46
31,25,0.625,60
31,5,0.875,56
31,25,0.875,62
31,25,0.875,100
31,25,0.375,14
31,45,0.625,53
31,25,0.75,56
31,25,0.5,45
31,5,0.75,100
31,5,0.875,100
31,25,0.125,19
31,45,0.25,37
31,25,0.375,41
31,25,0.125,13
31,5,0.25,20
31,45,0.5,36
31,5,0.375,15
31,45,0.25,15
31,45,0.625,77
31,45,0.875,90
31,5,1,90
31,5,0.5,47
31,5,0.875,44
31,5,0.125,13
31,25,1,100
31,5,0.5,62
31,45,1,76
31,25,0,0
31,25,0.25,11
31,5,0.625,45
31,45,1,100
31,25,0.375,29
31,25,0.75,64
31,45,0.5,52
31,45,0.75,53
31,45,0.875,57
31,45,0,0
31,45,0,0
31,5,0.125,0
31,45,0.25,5
31,45,0.5,86
31,25,0.25,59
31,5,0,6
31,5,0.75,98
31,45,0.625,44
31,25,0.5,63
31,45,0.75,79
31,45,0.875,100
31,25,1,96
31,25,0,6
31,5,0.625,97
31,25,0.625,67
31,45,0.375,48
31,25,1,100
31,5,0.25,7
31,45,0.75,89
31,25,0.75,82
31,25,0.875,92
31,45,0,8
31,5,0,2
31,45,0.125,6
31,5,0.375,8
31,45,1,100
31,45,0.125,1
31,45,0.375,9
31,5,0,9
31,5,1,9
31,45,0.125,0
32,25,0.875,80
32,45,0.875,90
32,25,0.25,80
32,25,0.625,30
32,25,0.25,60
32,45,0,100
32,45,0.5,40
32,5,1,20
32,5,0.75,25
32,45,0.625,95
32,25,0,83
32,45,0.625,70
32,45,0.125,0
32,45,0.25,66
32,25,1,100
32,5,0.375,10
32,45,0.25,30
32,45,0.75,90
32,5,0,92
32,25,0,99
32,45,0.75,59
32,5,0.5,50
32,45,0.125,30
32,25,0.625,58
32,25,0.375,15
32,25,0.5,46
32,45,1,74
32,25,1,90
32,45,0.5,80
32,25,0.75,80
32,25,0.375,20
32,25,0.5,80
32,25,0.75,47
32,45,0.625,56
32,45,1,100
32,5,1,71
32,5,0.25,69
32,5,0.125,10
32,5,0.375,10
32,25,0.375,50
32,5,0.375,55
32,45,0.5,50
32,25,1,70
32,25,0.875,90
32,5,0.5,75
32,45,0.875,30
32,45,0.125,20
32,5,0.625,85
32,5,0,15
32,5,1,90
32,5,0,40
32,5,0.125,30
32,45,0.375,20
32,5,0.5,70
32,5,0.125,20
32,5,0.75,90
32,5,0.75,90
32,45,0.25,10
32,5,0.625,70
32,25,0.25,15
32,25,0.125,75
32,45,0,79
32,5,0.625,28
32,25,0.875,80
32,25,0.125,2
32,25,0.5,20
32,5,0.25,10
32,25,0,0
32,25,0.625,40
32,25,0.75,80
32,45,0,99
32,5,0.25,76
32,5,0.875,80
32,5,0.875,72
32,5,0.875,90
32,45,0.75,95
32,45,0.875,90
32,45,1,100
32,25,0.125,10
32,45,0.375,60
32,45,0.375,50
33,5,0.875,4
33,45,0.875,26
33,25,0.125,10
33,25,0.75,27
33,5,0.75,3
33,25,1,31
33,25,0.875,32
33,25,0.625,22
33,5,0.375,1
33,45,0.125,6
33,25,0.625,21
33,5,1,4
33,45,0.5,23
33,25,0.5,17
33,25,0.625,12
33,25,0.125,0
33,25,0.375,6
33,5,1,5
33,5,0.375,3
33,25,0.875,19
33,45,1,52
33,45,0,0
33,45,0.875,29
33,45,0.125,0
33,45,0,0
33,45,0.625,23
33,5,0.125,1
33,45,0.75,25
33,45,0.75,26
33,5,0.875,5
33,25,1,26
33,25,0.75,19
33,45,0.375,28
33,45,0.375,10
33,25,0,0
33,45,1,49
33,5,0.125,0
33,45,0.875,46
33,5,0.125,0
33,25,0.5,16
33,5,0.25,2
33,45,0.625,30
33,5,0.75,4
33,5,0.875,4
33,45,0,7
33,25,1,24
33,45,0.625,27
33,25,0.25,6
33,45,0.25,5
33,45,0.5,31
33,5,0.5,3
33,5,0,0
33,25,0.125,3
33,5,0.5,3
33,25,0.375,13
33,25,0.25,3
33,25,0.75,19
33,5,1,5
33,25,0.375,9
33,25,0,4
33,5,0.25,1
33,5,0.375,2
33,5,0.625,5
33,5,0.25,1
33,5,0.75,5
33,45,0.25,11
33,5,0,1
33,45,1,25
33,45,0.125,12
33,45,0.5,16
33,5,0.5,2
33,25,0.875,23
33,5,0.625,3
33,45,0.375,17
33,5,0.625,2
33,25,0,0
33,45,0.25,22
33,25,0.5,8
33,45,0.75,34
33,5,0,0
33,25,0.25,10
34,5,0,0
34,5,0.75,90
34,5,1,100
34,45,0.625,50
34,5,0.875,100
34,5,0.625,32
34,45,0.625,40
34,5,0.375,26
34,25,0.875,100
34,45,0.875,80
34,45,0.75,70
34,5,0.875,90
34,5,0.125,0
34,5,0.625,50
34,5,0.25,30
34,25,0.75,59
34,25,0.125,0
34,45,1,100
34,45,0.25,41
34,45,0.625,61
34,25,0,0
34,25,0.5,40
34,25,0.5,12
34,25,0.125,7
34,5,0.25,1
34,25,1,40
34,25,0.625,12
34,25,0.375,11
34,45,0.25,16
34,25,0.5,9
34,45,0.375,9
34,25,0.625,15
34,25,0.125,3
34,45,0.875,40
34,5,0.25,1
34,45,0.125,11
34,45,0.125,0
34,45,0.5,15
34,25,0.75,30
34,45,0.75,50
34,45,0,0
34,5,0.5,2
34,5,0.625,2
34,45,0.5,10
34,25,0,0
34,25,0.875,4
34,45,0.75,10
34,25,0.375,6
34,5,1,2
34,5,0.125,0
34,25,0.875,8
34,45,0,0
34,45,0.875,10
34,25,1,4
34,5,1,2
34,5,0.375,1
34,25,0.75,3
34,25,0.25,2
34,5,0.75,2
34,5,0,1
34,25,0,2
34,5,0.5,2
34,25,0.25,1
34,25,0.625,3
34,5,0.875,1
34,45,0,3
34,5,0,0
34,5,0.5,2
34,5,0.375,2
34,25,1,3
34,45,0.5,4
34,25,0.25,3
34,45,0.25,4
34,45,1,5
34,25,0.375,2
34,45,0.375,5
34,45,0.375,4
34,5,0.75,3
34,5,0.125,2
34,45,0.125,3
34,45,1,5
35,45,0.5,50
35,25,0.625,46
35,25,0.5,65
35,45,0.125,30
35,25,0.625,70
35,25,0.125,25
35,45,0.375,39
35,45,0.5,60
35,45,0.375,50
35,5,0.375,70
35,5,0.625,40
35,25,0.375,40
35,5,0.875,80
35,5,0,20
35,45,0.75,60
35,45,0.375,30
35,25,0,10
35,5,0.125,25
35,45,0.25,40
35,45,1,80
35,45,0,15
35,5,0.375,40
35,5,0,10
35,25,0.75,85
35,45,0.625,47
35,5,1,90
35,45,0,5
35,45,0.125,35
35,25,0.625,55
35,25,0.375,38
35,45,0,10
35,45,0.125,5
35,45,1,90
35,45,0.625,70
35,25,0,8
35,5,0.625,80
35,45,0.25,9
35,5,0.25,15
35,25,0,26
35,5,0.75,90
35,5,0.875,76
35,25,1,92
35,25,0.5,72
35,25,0.875,87
35,25,1,72
35,25,1,91
35,25,0.25,35
35,25,0.5,29
35,25,0.875,36
35,25,0.375,35
35,45,0.75,69
35,45,0.875,90
35,45,0.875,84
35,5,0.25,44
35,25,0.75,70
35,25,0.875,80
35,5,0.5,60
35,25,0.25,45
35,5,0.5,59
35,5,0.75,60
35,45,0.75,70
35,5,0.375,35
35,5,0.5,55
35,45,0.25,46
35,45,0.875,71
35,5,0.125,20
35,45,0.5,51
35,5,0,6
35,5,0.125,10
35,5,0.25,25
35,45,1,94
35,5,1,85
35,5,0.75,74
35,25,0.125,5
35,25,0.75,66
35,45,0.625,56
35,5,0.875,92
35,5,1,90
35,5,0.625,85
35,25,0.125,30
35,25,0.25,20
36,45,0.25,39
36,5,1,81
36,5,0.875,87
36,25,0.625,64
36,45,0.125,31
36,5,0.25,17
36,25,0.5,34
36,45,0.625,46
36,25,0.25,40
36,5,0,0
36,25,0.375,25
36,45,0.5,27
36,5,0.75,100
36,25,0.75,85
36,45,0.125,0
36,25,0.125,0
36,5,0.875,100
36,45,0.125,18
36,45,1,100
36,45,0.625,78
36,25,0.625,61
36,5,0.375,24
36,25,1,79
36,45,0.25,14
36,45,0.375,19
36,45,1,100
36,45,0,0
36,25,0.125,30
36,25,0.125,24
36,45,0.375,50
36,45,1,65
36,25,0,0
36,25,0,0
36,5,0.625,41
36,45,0.25,27
36,5,0.875,83
36,5,0.375,68
36,5,0.375,23
36,25,0.5,63
36,25,1,100
36,5,0.5,55
36,25,0.875,79
36,45,0.875,84
36,45,0.625,57
36,5,0.125,18
36,25,0.25,17
36,45,0.875,100
36,5,0.75,88
36,5,0,0
36,5,0.625,84
36,45,0.5,53
36,45,0.5,60
36,25,0.375,37
36,25,1,100
36,25,0.75,76
36,5,0.5,66
36,5,0.25,30
36,5,0,25
36,25,0.625,56
36,25,0.375,54
36,5,0.125,0
36,5,0.5,41
36,5,0.125,21
36,45,0,0
36,5,0.75,61
36,5,0.25,34
36,5,1,99
36,5,0.625,28
36,25,0.5,52
36,45,0.75,60
36,25,0.75,62
36,45,0,16
36,25,0.25,23
36,45,0.75,77
36,25,0,20
36,25,0.875,76
36,45,0.875,69
36,25,0.875,99
36,45,0.75,77
36,45,0.375,35
36,5,1,98
37,45,0.125,15
37,5,1,100
37,45,0.125,30
37,5,0.25,20
37,25,0.875,100
37,45,0.875,90
37,45,0.5,40
37,25,0.5,40
37,5,1,95
