sID,trialNumber,nTotal,true_ratio,fillerTrial,ITI,seen_ratio,nMushrooms,nBlue,nRed,estimate1,estimate1RT,estimate2,estimate2RT,estimate_peer,confidence_peer,s,strategy,sex,age,trial_filter
70,36,45,0.5,0,1.6,0.511111111,"9,9,9,9,9","5,4,5,6,3","4,5,4,3,6",67,1.1666,67,2.3134,50,3,-0,stay,Male,20,1
70,37,5,0.875,0,1.6,0.8,"1,1,1,1,1","0,1,1,1,1","1,0,0,0,0",76,4.4837,80,4.6967,91,1,0.26666666666666666,compromise,Male,20,1
70,39,45,0.625,0,1.6,0.622222222,"9,9,9,9,9","4,5,5,6,8","5,4,4,3,1",86,2.4667,86,3.4177,70,1,-0,stay,Male,20,1
70,41,45,0.125,0,1.5,0.133333333,"9,9,9,9,9","0,1,3,0,2","9,8,6,9,7",32,3.1384,27,2.9476,15,2,0.29411764705882354,compromise,Male,20,1
70,42,45,0.75,0,1.8,0.755555556,"9,9,9,9,9","7,8,6,5,8","2,1,3,4,1",89,2.5835,89,4.0965,74,1,-0,stay,Male,20,1
70,43,45,0.75,0,1.7,0.755555556,"9,9,9,9,9","7,9,4,8,6","2,0,5,1,3",72,1.0999,72,1.5296,89,2,0,stay,Male,20,1
70,44,5,0.625,0,2,0.6,"1,1,1,1,1","0,0,1,1,1","1,1,0,0,0",75,3.3999,75,2.8632,58,3,-0,stay,Male,20,1
70,46,5,0.625,0,1.5,0.6,"1,1,1,1,1","1,0,1,1,0","0,1,0,0,1",68,4.6169,68,2.0302,53,1,-0,stay,Male,20,1
70,47,5,0.375,0,1.8,0.4,"1,1,1,1,1","0,0,0,1,1","1,1,1,0,0",50,1.3996,42,3.1638,34,1,0.5,compromise,Male,20,1
70,48,5,0.375,0,2,0.4,"1,1,1,1,1","0,1,0,1,0","1,0,1,0,1",56,0.9164,56,1.629,40,3,-0,stay,Male,20,1
70,49,45,0.25,0,1.5,0.244444444,"9,9,9,9,9","3,3,2,2,1","6,6,7,7,8",36,0.9833,36,1.3131,18,3,-0,stay,Male,20,1
70,51,45,0.625,0,1.7,0.622222222,"9,9,9,9,9","6,4,6,5,7","3,5,3,4,2",72,2.6335,72,1.8638,55,3,-0,stay,Male,20,1
70,52,5,0.125,0,2,0.2,"1,1,1,1,1","0,1,0,0,0","1,0,1,1,1",20,1.5002,20,5.2967,5,3,-0,stay,Male,20,1
71,1,5,0.75,0,1.5,0.8,"1,1,1,1,1","1,1,1,1,0","0,0,0,0,1",90,2.4404,90,3.1483,73,3,-0,stay,Female,21,1
71,2,45,0.625,0,1.8,0.622222222,"9,9,9,9,9","7,6,4,6,5","2,3,5,3,4",70,5.1499,60,3.6961,52,2,0.5555555555555556,compromise,Female,21,1
71,4,45,0.625,0,1.6,0.622222222,"9,9,9,9,9","6,5,7,4,6","3,4,2,5,3",80,3.3223,70,4.8096,65,3,0.6666666666666666,compromise,Female,21,1
71,5,5,0.25,0,1.5,0.2,"1,1,1,1,1","0,1,0,0,0","1,0,1,1,1",20,2.8773,25,3.6102,38,2,0.2777777777777778,compromise,Female,21,1
71,6,45,0.875,0,2,0.866666667,"9,9,9,9,9","8,6,8,9,8","1,3,1,0,1",85,2.9731,85,4.6109,100,1,0,stay,Female,21,1
71,7,5,0.25,0,1.7,0.2,"1,1,1,1,1","0,1,0,0,0","1,0,1,1,1",40,3.3063,40,3.3477,25,1,-0,stay,Female,21,1
71,8,45,0.75,0,1.8,0.755555556,"9,9,9,9,9","7,8,6,6,7","2,1,3,3,2",85,2.608,82,3.2818,68,2,0.17647058823529413,compromise,Female,21,1
71,9,45,0.75,0,1.8,0.755555556,"9,9,9,9,9","5,8,7,6,8","4,1,2,3,1",85,2.475,75,3.3649,69,3,0.625,compromise,Female,21,1
71,10,5,0.375,0,1.7,0.4,"1,1,1,1,1","0,1,0,1,0","1,0,1,0,1",45,3.0896,40,2.8372,27,1,0.2777777777777778,compromise,Female,21,1
71,12,45,0.5,0,1.7,0.511111111,"9,9,9,9,9","4,3,6,5,5","5,6,3,4,4",55,2.7237,45,2.2228,39,1,0.625,compromise,Female,21,1
71,17,5,0.125,0,1.8,0.2,"1,1,1,1,1","0,1,0,0,0","1,0,1,1,1",20,2.8736,20,3.1695,3,1,-0,stay,Female,21,1
71,18,5,0.875,0,1.9,0.8,"1,1,1,1,1","1,1,1,0,1","0,0,0,1,0",80,4.1895,90,2.9333,97,1,0.5882352941176471,compromise,Female,21,1
71,19,45,0.375,0,2,0.377777778,"9,9,9,9,9","4,6,3,2,2","5,3,6,7,7",20,3.0567,25,2.7662,35,1,0.3333333333333333,compromise,Female,21,1
71,22,45,0.5,0,1.6,0.511111111,"9,9,9,9,9","5,5,5,4,4","4,4,4,5,5",50,2.2257,45,1.9527,33,2,0.29411764705882354,compromise,Female,21,1
71,23,5,0.625,0,1.8,0.6,"1,1,1,1,1","0,1,1,1,0","1,0,0,0,1",70,3.6712,60,2.9494,55,1,0.6666666666666666,compromise,Female,21,1
71,24,5,0.75,0,2,0.8,"1,1,1,1,1","1,1,0,1,1","0,0,1,0,0",80,3.1392,70,2.9497,65,1,0.6666666666666666,compromise,Female,21,1
71,25,45,0.375,0,2,0.377777778,"9,9,9,9,9","6,4,4,2,1","3,5,5,7,8",30,2.3758,35,2.467,45,2,0.3333333333333333,compromise,Female,21,1
71,26,5,0.875,0,1.8,0.8,"1,1,1,1,1","1,1,1,1,0","0,0,0,0,1",90,3.4047,85,4.4945,74,2,0.3125,compromise,Female,21,1
71,27,5,0.375,0,1.5,0.4,"1,1,1,1,1","0,0,0,1,1","1,1,1,0,0",45,2.1756,35,3.5805,30,3,0.6666666666666666,compromise,Female,21,1
71,28,5,0.625,0,1.7,0.6,"1,1,1,1,1","1,1,1,0,0","0,0,0,1,1",65,2.99,60,3.3143,50,3,0.3333333333333333,compromise,Female,21,1
71,29,45,0.625,0,1.9,0.622222222,"9,9,9,9,9","6,6,7,5,4","3,3,2,4,5",60,4.4353,65,3.0823,75,1,0.3333333333333333,compromise,Female,21,1
71,30,5,0.75,0,1.6,0.8,"1,1,1,1,1","0,1,1,1,1","1,0,0,0,0",90,2.6079,85,3.0325,75,2,0.3333333333333333,compromise,Female,21,1
71,31,45,0.75,0,2,0.755555556,"9,9,9,9,9","6,7,9,6,6","3,2,0,3,3",70,2.7248,80,2.9492,88,1,0.5555555555555556,compromise,Female,21,1
71,34,45,0.875,0,1.6,0.866666667,"9,9,9,9,9","9,8,7,7,8","0,1,2,2,1",90,1.6608,90,2.6335,72,2,-0,stay,Female,21,1
71,35,45,0.125,0,1.6,0.133333333,"9,9,9,9,9","3,1,1,0,1","6,8,8,9,8",10,1.827,12,2.3681,26,2,0.125,compromise,Female,21,1
71,36,5,0.25,0,1.8,0.2,"1,1,1,1,1","0,0,1,0,0","1,1,0,1,1",10,2.5575,20,3.3316,25,3,0.6666666666666666,compromise,Female,21,1
71,37,5,0.5,0,1.5,0.6,"1,1,1,1,1","0,1,1,1,0","1,0,0,0,1",60,2.7741,60,4.0126,43,3,-0,stay,Female,21,1
71,39,45,0.125,0,1.5,0.133333333,"9,9,9,9,9","2,1,1,1,1","7,8,8,8,8",10,1.5948,10,2.7495,25,1,0,stay,Female,21,1
71,40,5,0.375,0,2,0.4,"1,1,1,1,1","1,0,0,0,1","0,1,1,1,0",40,2.6074,35,4.1125,25,2,0.3333333333333333,compromise,Female,21,1
71,41,5,0.5,0,1.7,0.6,"1,1,1,1,1","1,0,1,1,0","0,1,0,0,1",65,2.724,60,3.7466,50,2,0.3333333333333333,compromise,Female,21,1
71,42,5,0.125,0,1.6,0.2,"1,1,1,1,1","1,0,0,0,0","0,1,1,1,1",25,2.0431,15,2.6831,10,3,0.6666666666666666,compromise,Female,21,1
71,43,45,0.875,0,2,0.866666667,"9,9,9,9,9","5,8,9,9,8","4,1,0,0,1",85,2.342,85,3.8996,100,3,0,stay,Female,21,1
71,45,45,0.125,0,1.7,0.133333333,"9,9,9,9,9","2,0,1,1,2","7,9,8,8,7",15,2.5743,15,2.65,0,3,-0,stay,Female,21,1
71,46,45,0.25,0,2,0.244444444,"9,9,9,9,9","2,3,2,3,1","7,6,7,6,8",20,1.7608,25,2.5999,35,1,0.3333333333333333,compromise,Female,21,1
71,47,5,0.5,0,1.6,0.6,"1,1,1,1,1","0,1,0,1,1","1,0,1,0,0",60,2.5081,60,1.9526,44,1,-0,stay,Female,21,1
71,48,45,0.375,0,2,0.377777778,"9,9,9,9,9","4,4,3,2,4","5,5,6,7,5",35,3.6879,40,3.4646,50,3,0.3333333333333333,compromise,Female,21,1
71,49,5,0.625,0,1.5,0.6,"1,1,1,1,1","1,1,0,1,0","0,0,1,0,1",60,2.2091,60,2.4174,76,2,0,stay,Female,21,1
71,50,45,0.25,0,1.7,0.244444444,"9,9,9,9,9","4,2,0,3,2","5,7,9,6,7",25,2.4255,30,2.6345,40,2,0.3333333333333333,compromise,Female,21,1
71,51,45,0.25,0,1.6,0.244444444,"9,9,9,9,9","1,1,3,3,3","8,8,6,6,6",20,1.644,20,2.5339,38,3,0,stay,Female,21,1
71,52,5,0.875,0,1.8,0.8,"1,1,1,1,1","1,1,1,1,0","0,0,0,0,1",90,1.9767,90,2.6007,72,3,-0,stay,Female,21,1
71,53,45,0.5,0,1.9,0.511111111,"9,9,9,9,9","3,3,5,7,5","6,6,4,2,4",50,2.0761,45,1.9024,34,3,0.3125,compromise,Female,21,1
72,1,45,0.125,0,2,0.133333333,"9,9,9,9,9","1,0,1,1,3","8,9,8,8,6",5,2.8505,5,2.7621000000000002,21,1,0,stay,Female,24,1
72,3,5,0.875,0,2,0.8,"1,1,1,1,1","1,1,0,1,1","0,0,1,0,0",80,3.5515,90,3.78,97,1,0.5882352941176471,compromise,Female,24,1
72,5,5,0.5,0,1.5,0.6,"1,1,1,1,1","1,1,0,1,0","0,0,1,0,1",70,1.7683,54,4.0464,54,3,1,copy,Female,24,1
72,6,45,0.5,0,1.8,0.511111111,"9,9,9,9,9","7,3,7,3,3","2,6,2,6,6",55,2.9678,50,2.4951,40,3,0.3333333333333333,compromise,Female,24,1
72,7,45,0.75,0,1.9,0.755555556,"9,9,9,9,9","7,8,7,5,7","2,1,2,4,2",85,2.4188,80,3.1634,70,3,0.3333333333333333,compromise,Female,24,1
72,8,5,0.125,0,1.6,0.2,"1,1,1,1,1","0,0,0,1,0","1,1,1,0,1",10,2.1496,10,2.6467,26,1,0,stay,Female,24,1
72,9,45,0.25,0,2,0.244444444,"9,9,9,9,9","3,3,2,1,2","6,6,7,8,7",15,2.1008,20,2.3139,31,1,0.3125,compromise,Female,24,1
72,10,5,0.125,0,1.8,0.2,"1,1,1,1,1","0,0,0,1,0","1,1,1,0,1",10,2.569,25,1.7947,25,3,1,copy,Female,24,1
72,11,5,0.125,0,1.8,0.2,"1,1,1,1,1","0,0,1,0,0","1,1,0,1,1",20,1.7667,5,2.5471,4,2,0.9375,compromise,Female,24,1
72,15,45,0.875,0,2,0.866666667,"9,9,9,9,9","7,8,8,8,8","2,1,1,1,1",90,3.8522,80,3.0295,72,3,0.5555555555555556,compromise,Female,24,1
72,16,5,0.375,0,1.9,0.4,"1,1,1,1,1","1,0,1,0,0","0,1,0,1,1",40,2.301,25,2.1792,25,3,1,copy,Female,24,1
72,17,5,0.875,0,2,0.8,"1,1,1,1,1","1,1,1,1,0","0,0,0,0,1",90,2.1504,75,2.8799,75,3,1,copy,Female,24,1
72,18,5,0.75,0,1.9,0.8,"1,1,1,1,1","1,1,1,0,1","0,0,0,1,0",70,2.0671,70,4.4631,88,1,0,stay,Female,24,1
72,19,45,0.75,0,1.7,0.755555556,"9,9,9,9,9","8,6,8,7,5","1,3,1,2,4",70,2.6838,70,2.2296,85,2,0,stay,Female,24,1
72,20,45,0.25,0,1.6,0.244444444,"9,9,9,9,9","1,3,2,4,1","8,6,7,5,8",20,1.6655,25,3.1154,37,3,0.29411764705882354,compromise,Female,24,1
72,22,5,0.25,0,1.9,0.2,"1,1,1,1,1","0,0,0,1,0","1,1,1,0,1",10,2.5018,20,1.8297,25,2,0.6666666666666666,compromise,Female,24,1
72,23,45,0.5,0,1.8,0.511111111,"9,9,9,9,9","6,3,5,4,5","3,6,4,5,4",55,2.5175,55,1.7138,39,1,-0,stay,Female,24,1
72,25,45,0.625,0,2,0.622222222,"9,9,9,9,9","5,5,7,5,6","4,4,2,4,3",69,4.4846,69,2.4301,54,2,-0,stay,Female,24,1
72,26,5,0.25,0,1.6,0.2,"1,1,1,1,1","0,0,1,0,0","1,1,0,1,1",10,1.8847,25,2.514,25,3,1,copy,Female,24,1
72,27,5,0.5,0,2,0.6,"1,1,1,1,1","0,1,0,1,1","1,0,1,0,0",35,3.067,45,2.3147,50,2,0.6666666666666666,compromise,Female,24,1
72,28,5,0.625,0,1.6,0.6,"1,1,1,1,1","1,1,0,1,0","0,0,1,0,1",40,4.503,50,2.4106,58,2,0.5555555555555556,compromise,Female,24,1
72,29,5,0.625,0,2,0.6,"1,1,1,1,1","0,1,0,1,1","1,0,1,0,0",45,2.2501,62,2.2804,62,3,1,copy,Female,24,1
72,30,45,0.125,0,1.9,0.133333333,"9,9,9,9,9","2,0,2,2,0","7,9,7,7,9",5,2.7504,10,2.2144,20,3,0.3333333333333333,compromise,Female,24,1
72,34,45,0.75,0,1.5,0.755555556,"9,9,9,9,9","6,5,9,7,7","3,4,0,2,2",90,4.1864,90,2.7128,73,1,-0,stay,Female,24,1
72,35,45,0.375,0,1.6,0.377777778,"9,9,9,9,9","5,4,1,4,3","4,5,8,5,6",35,1.8171,45,2.9963,53,3,0.5555555555555556,compromise,Female,24,1
72,36,45,0.125,0,2,0.133333333,"9,9,9,9,9","0,1,2,1,2","9,8,7,8,7",10,1.8843,15,1.8956,27,2,0.29411764705882354,compromise,Female,24,1
72,37,5,0.625,0,1.5,0.6,"1,1,1,1,1","1,0,1,1,0","0,1,0,0,1",60,1.7332,60,2.5627,76,1,0,stay,Female,24,1
72,38,45,0.625,0,1.7,0.622222222,"9,9,9,9,9","5,4,6,6,7","4,5,3,3,2",65,2.7514,65,2.7791,49,1,-0,stay,Female,24,1
72,39,45,0.375,0,1.9,0.377777778,"9,9,9,9,9","5,0,5,2,5","4,9,4,7,4",50,2.1329,50,2.6145,34,1,-0,stay,Female,24,1
72,40,45,0.5,0,1.5,0.511111111,"9,9,9,9,9","5,4,5,4,5","4,5,4,5,4",50,1.4501,50,2.1455,65,2,0,stay,Female,24,1
72,41,5,0.75,0,1.8,0.8,"1,1,1,1,1","1,1,1,0,1","0,0,0,1,0",85,2.6858,70,4.2313,68,2,0.8823529411764706,compromise,Female,24,1
72,43,5,0.5,0,1.7,0.6,"1,1,1,1,1","1,0,1,0,1","0,1,0,1,0",60,1.9006,50,3.1302,45,1,0.6666666666666666,compromise,Female,24,1
72,44,5,0.875,0,1.6,0.8,"1,1,1,1,1","1,1,1,1,0","0,0,0,0,1",75,2.7524,90,4.3123,93,2,0.8333333333333334,compromise,Female,24,1
72,46,5,0.375,0,1.7,0.4,"1,1,1,1,1","0,0,0,1,1","1,1,1,0,0",30,2.2344,45,1.7463,45,2,1,copy,Female,24,1
72,47,45,0.625,0,1.9,0.622222222,"9,9,9,9,9","6,7,7,5,3","3,2,2,4,6",70,1.3844,53,3.5617,53,3,1,copy,Female,24,1
72,48,45,0.875,0,1.9,0.866666667,"9,9,9,9,9","9,7,9,7,7","0,2,0,2,2",90,2.2333,90,2.1796,72,2,-0,stay,Female,24,1
72,50,5,0.75,0,1.7,0.8,"1,1,1,1,1","1,1,1,0,1","0,0,0,1,0",70,3.0848,88,1.5628,88,3,1,copy,Female,24,1
72,51,45,0.25,0,1.8,0.244444444,"9,9,9,9,9","4,3,2,1,1","5,6,7,8,8",15,2.2679,15,2.6787,33,2,0,stay,Female,24,1
72,52,5,0.25,0,1.9,0.2,"1,1,1,1,1","0,1,0,0,0","1,0,1,1,1",10,1.9009,10,2.0465,25,1,0,stay,Female,24,1
72,53,45,0.875,0,1.6,0.866666667,"9,9,9,9,9","8,8,8,8,7","1,1,1,1,2",85,3.2013,85,2.4123,100,1,0,stay,Female,24,1
72,54,45,0.375,0,1.9,0.377777778,"9,9,9,9,9","4,5,3,1,4","5,4,6,8,5",40,2.8183,40,2.311,25,2,-0,stay,Female,24,1
75,1,45,0.125,0,1.5,0.133333333,"9,9,9,9,9","1,1,4,0,0","8,8,5,9,9",6,4.0514,10,3.9626,24,2,0.2222222222222222,compromise,Female,20,1
75,3,45,0.125,0,1.6,0.133333333,"9,9,9,9,9","1,2,0,1,2","8,7,9,8,7",25,3.5669,10,3.2627,8,3,0.8823529411764706,compromise,Female,20,1
75,4,45,0.875,0,2,0.866666667,"9,9,9,9,9","8,8,7,8,8","1,1,2,1,1",60,2.0984,65,2.8796,76,2,0.3125,compromise,Female,20,1
75,5,5,0.125,0,2,0.2,"1,1,1,1,1","1,0,0,0,0","0,1,1,1,1",10,2.7171,12,2.0966,26,2,0.125,compromise,Female,20,1
75,7,45,0.25,0,1.7,0.244444444,"9,9,9,9,9","3,1,3,1,3","6,8,6,8,6",30,2.8315,28,2.748,15,1,0.13333333333333333,compromise,Female,20,1
75,8,45,0.25,0,1.7,0.244444444,"9,9,9,9,9","3,3,3,1,1","6,6,6,8,8",40,1.6833,39,2.9483,24,3,0.0625,compromise,Female,20,1
75,10,45,0.375,0,1.7,0.377777778,"9,9,9,9,9","2,3,5,3,4","7,6,4,6,5",50,4.4338,40,2.1968,35,1,0.6666666666666666,compromise,Female,20,1
75,11,5,0.5,0,1.6,0.6,"1,1,1,1,1","1,0,1,1,0","0,1,0,0,1",50,1.6654,55,2.1131,66,3,0.3125,compromise,Female,20,1
75,14,45,0.625,0,1.7,0.622222222,"9,9,9,9,9","7,5,6,5,5","2,4,3,4,4",63,3.0852,75,2.2802,80,3,0.7058823529411765,compromise,Female,20,1
75,16,45,0.5,0,1.5,0.511111111,"9,9,9,9,9","4,4,6,3,6","5,5,3,6,3",55,4.4332,50,3.7298,40,3,0.3333333333333333,compromise,Female,20,1
75,17,45,0.875,0,2,0.866666667,"9,9,9,9,9","7,7,9,9,7","2,2,0,0,2",80,2.1679,87,3.0106,95,1,0.4666666666666667,compromise,Female,20,1
75,19,45,0.625,0,1.9,0.622222222,"9,9,9,9,9","7,7,6,4,4","2,2,3,5,5",70,2.0346,68,8.4631,55,2,0.13333333333333333,compromise,Female,20,1
75,20,45,0.625,0,1.6,0.622222222,"9,9,9,9,9","4,4,5,8,7","5,5,4,1,2",55,2.1353,60,5.7772,70,1,0.3333333333333333,compromise,Female,20,1
75,21,45,0.25,0,1.7,0.244444444,"9,9,9,9,9","1,3,2,2,3","8,6,7,7,6",25,1.0998000000000001,17,7.3311,9,2,0.5,compromise,Female,20,1
75,24,45,0.375,0,1.7,0.377777778,"9,9,9,9,9","3,5,5,2,2","6,4,4,7,7",35,4.1518,40,1.3942,50,2,0.3333333333333333,compromise,Female,20,1
75,25,45,0.125,0,1.8,0.133333333,"9,9,9,9,9","1,2,0,2,1","8,7,9,7,8",20,1.1833,18,3.3636,4,1,0.125,compromise,Female,20,1
75,26,45,0.875,0,2,0.866666667,"9,9,9,9,9","8,7,8,7,9","1,2,1,2,0",75,2.066,85,2.9635,90,3,0.6666666666666666,compromise,Female,20,1
75,28,5,0.625,0,1.9,0.6,"1,1,1,1,1","0,1,0,1,1","1,0,1,0,0",50,4.9332,55,2.5131,65,3,0.3333333333333333,compromise,Female,20,1
75,30,5,0.375,0,1.5,0.4,"1,1,1,1,1","0,0,0,1,1","1,1,1,0,0",40,5.8491,33,5.4291,23,2,0.4117647058823529,compromise,Female,20,1
75,33,5,0.375,0,2,0.4,"1,1,1,1,1","0,1,0,0,1","1,0,1,1,0",25,1.3677,25,1.7804,40,1,0,stay,Female,20,1
75,34,5,0.75,0,1.5,0.8,"1,1,1,1,1","0,1,1,1,1","1,0,0,0,0",75,3.1836,79,3.7469,90,3,0.26666666666666666,compromise,Female,20,1
75,36,5,0.875,0,1.6,0.8,"1,1,1,1,1","1,1,1,0,1","0,0,0,1,0",80,4.6831,91,5.4955,97,1,0.6470588235294118,compromise,Female,20,1
75,37,45,0.75,0,1.6,0.755555556,"9,9,9,9,9","7,7,7,6,7","2,2,2,3,2",75,6.5014,70,5.2812,57,2,0.2777777777777778,compromise,Female,20,1
75,39,5,0.25,0,1.6,0.2,"1,1,1,1,1","0,0,1,0,0","1,1,0,1,1",20,7.9837,22,3.4642,37,2,0.11764705882352941,compromise,Female,20,1
75,40,5,0.625,0,1.9,0.6,"1,1,1,1,1","0,1,1,0,1","1,0,0,1,0",55,2.5996,58,6.0477,73,2,0.16666666666666666,compromise,Female,20,1
75,41,45,0.375,0,1.5,0.377777778,"9,9,9,9,9","3,5,2,5,2","6,4,7,4,7",45,5.549,32,5.3137,29,3,0.8125,compromise,Female,20,1
75,42,5,0.125,0,1.6,0.2,"1,1,1,1,1","1,0,0,0,0","0,1,1,1,1",20,2.1835,10,3.8603,5,3,0.6666666666666666,compromise,Female,20,1
75,43,5,0.25,0,1.9,0.2,"1,1,1,1,1","0,0,1,0,0","1,1,0,1,1",15,4.6835,15,2.3132,30,1,0,stay,Female,20,1
75,44,5,0.75,0,1.8,0.8,"1,1,1,1,1","1,1,1,0,1","0,0,0,1,0",60,4.0017,70,2.2462,77,1,0.5882352941176471,compromise,Female,20,1
75,45,5,0.125,0,1.8,0.2,"1,1,1,1,1","0,0,0,1,0","1,1,1,0,1",49,4.2836,45,2.0597,33,1,0.25,compromise,Female,20,1
75,46,45,0.5,0,1.7,0.511111111,"9,9,9,9,9","4,6,5,4,4","5,3,4,5,5",48,3.2002,48,3.4464,65,1,0,stay,Female,20,1
75,47,5,0.25,0,2,0.2,"1,1,1,1,1","0,0,1,0,0","1,1,0,1,1",15,2.7327,20,1.8794,30,3,0.3333333333333333,compromise,Female,20,1
75,49,5,0.875,0,2,0.8,"1,1,1,1,1","1,1,1,1,0","0,0,0,0,1",87,4.2848,79,4.6473,71,3,0.5,compromise,Female,20,1
75,50,5,0.75,0,1.6,0.8,"1,1,1,1,1","1,1,1,1,0","0,0,0,0,1",87,3.0514,79,3.4967,72,2,0.5333333333333333,compromise,Female,20,1
75,51,45,0.75,0,1.8,0.755555556,"9,9,9,9,9","5,7,8,8,6","4,2,1,1,3",68,4.8681,70,4.9809,86,1,0.1111111111111111,compromise,Female,20,1
75,52,5,0.375,0,1.5,0.4,"1,1,1,1,1","1,0,1,0,0","0,1,0,1,1",50,4.182,39,5.4298,35,3,0.7333333333333333,compromise,Female,20,1
75,53,45,0.75,0,1.5,0.755555556,"9,9,9,9,9","7,6,6,7,8","2,3,3,2,1",66,4.5325,69,4.6637,81,3,0.2,compromise,Female,20,1
75,54,45,0.5,0,1.7,0.511111111,"9,9,9,9,9","4,5,5,4,5","5,4,4,5,4",50,1.3984,54,3.9646,66,2,0.25,compromise,Female,20,1
77,3,45,0.75,0,1.5,0.755555556,"9,9,9,9,9","6,6,8,7,7","3,3,1,2,2",48,5.6856,55,3.0971,65,2,0.4117647058823529,compromise,Female,21,1
77,4,45,0.25,0,1.6,0.244444444,"9,9,9,9,9","2,1,3,3,2","7,8,6,6,7",15,4.3185,20,3.1635,32,3,0.29411764705882354,compromise,Female,21,1
77,7,5,0.5,0,1.5,0.6,"1,1,1,1,1","1,1,0,0,1","0,0,1,1,0",50,5.12,40,2.9971,35,2,0.6666666666666666,compromise,Female,21,1
77,10,5,0.125,0,1.5,0.2,"1,1,1,1,1","1,0,0,0,0","0,1,1,1,1",10,2.5342,15,3.1295,27,1,0.29411764705882354,compromise,Female,21,1
77,11,45,0.5,0,1.6,0.511111111,"9,9,9,9,9","5,1,6,5,6","4,8,3,4,3",68,4.0176,60,3.1461,50,2,0.4444444444444444,compromise,Female,21,1
77,14,5,0.5,0,1.5,0.6,"1,1,1,1,1","1,1,0,1,0","0,0,1,0,1",60,2.3499,58,5.9975,43,1,0.11764705882352941,compromise,Female,21,1
77,16,5,0.375,0,1.5,0.4,"1,1,1,1,1","1,0,0,0,1","0,1,1,1,0",40,3.3669,31,7.3822,24,2,0.5625,compromise,Female,21,1
77,17,5,0.25,0,1.8,0.2,"1,1,1,1,1","0,0,0,0,1","1,1,1,1,0",10,2.7498,15,2.5148,25,2,0.3333333333333333,compromise,Female,21,1
77,19,5,0.875,0,1.8,0.8,"1,1,1,1,1","1,1,0,1,1","0,0,1,0,0",90,2.2163,84,4.2157,75,3,0.4,compromise,Female,21,1
77,20,5,0.125,0,1.8,0.2,"1,1,1,1,1","0,0,1,0,0","1,1,0,1,1",10,3.4184,17,3.0294,25,2,0.4666666666666667,compromise,Female,21,1
77,22,45,0.625,0,1.7,0.622222222,"9,9,9,9,9","4,7,7,7,3","5,2,2,2,6",73,3.9677,64,6.5987,58,1,0.6,compromise,Female,21,1
77,23,45,0.625,0,2,0.622222222,"9,9,9,9,9","5,3,6,8,6","4,6,3,1,3",60,7.8192,70,2.4467,75,3,0.6666666666666666,compromise,Female,21,1
77,24,5,0.625,0,1.6,0.6,"1,1,1,1,1","1,1,0,0,1","0,0,1,1,0",60,6.9687,67,3.7625,76,3,0.4375,compromise,Female,21,1
77,25,5,0.5,0,1.8,0.6,"1,1,1,1,1","1,1,0,0,1","0,0,1,1,0",65,3.4006,57,4.3136,47,3,0.4444444444444444,compromise,Female,21,1
77,27,5,0.625,0,1.6,0.6,"1,1,1,1,1","0,0,1,1,1","1,1,0,0,0",65,1.7512,60,7.9643,48,1,0.29411764705882354,compromise,Female,21,1
77,31,45,0.875,0,2,0.866666667,"9,9,9,9,9","6,8,7,9,9","3,1,2,0,0",88,2.7521,85,4.9138,70,1,0.16666666666666666,compromise,Female,21,1
77,32,5,0.875,0,2,0.8,"1,1,1,1,1","1,1,0,1,1","0,0,1,0,0",88,2.4686,85,3.2978,70,1,0.16666666666666666,compromise,Female,21,1
77,34,5,0.875,0,1.6,0.8,"1,1,1,1,1","0,1,1,1,1","1,0,0,0,0",85,3.3835,89,5.8808,100,2,0.26666666666666666,compromise,Female,21,1
77,35,45,0.75,0,1.5,0.755555556,"9,9,9,9,9","8,9,5,7,5","1,0,4,2,4",70,7.2527,79,8.1334,87,3,0.5294117647058824,compromise,Female,21,1
77,36,45,0.125,0,1.5,0.133333333,"9,9,9,9,9","0,0,2,2,2","9,9,7,7,7",10,5.8871,15,5.0319,25,2,0.3333333333333333,compromise,Female,21,1
77,37,45,0.5,0,1.9,0.511111111,"9,9,9,9,9","4,6,5,4,4","5,3,4,5,5",50,2.6345,41,5.9644,32,3,0.5,compromise,Female,21,1
77,39,5,0.625,0,1.9,0.6,"1,1,1,1,1","1,0,1,1,0","0,1,0,0,1",65,4.6842,60,4.548,48,2,0.29411764705882354,compromise,Female,21,1
77,40,45,0.375,0,1.6,0.377777778,"9,9,9,9,9","4,4,2,3,4","5,5,7,6,5",38,7.9368,30,6.4311,20,3,0.4444444444444444,compromise,Female,21,1
77,41,45,0.75,0,1.7,0.755555556,"9,9,9,9,9","8,7,8,6,5","1,2,1,3,4",85,5.0527,80,3.2459,69,1,0.3125,compromise,Female,21,1
77,42,45,0.875,0,1.7,0.866666667,"9,9,9,9,9","8,8,6,8,9","1,1,3,1,0",90,2.4848,84,5.914,75,2,0.4,compromise,Female,21,1
77,43,45,0.5,0,1.5,0.511111111,"9,9,9,9,9","6,2,4,6,5","3,7,5,3,4",55,3.8846,50,3.2965,40,1,0.3333333333333333,compromise,Female,21,1
77,44,45,0.375,0,1.6,0.377777778,"9,9,9,9,9","4,2,3,3,5","5,7,6,6,4",47,4.7691,39,6.7306,30,1,0.47058823529411764,compromise,Female,21,1
